,title,company,salary,description
13,Software Analyst ( Web & Mobile Development Project ),FIREWORKS SOLUTIONS SDN BHD,"RM 4,000 - RM 6,000 a month","Detailed and able to do proper documentation.
Project Which you will be working on.
Loyalty Solutions with Marketing Tech.
We track time and pay by time based."
14,Mobile App Developer (Flutter),BIZ Trading & Total Cad Solution SDN. BHD.,"RM 6,000 - RM 7,999 a month",We’re Biz Trading and Total CAD Solutions SDN BHD looking for someone who has talent in mobile app developer who has a good command on single code base…
15,Fullstack Developer,Auronex Sdn Bhd,"RM 3,000 - RM 3,499 a month",How old are you -What languages you code at the moment -How many years of working experience Our Tech Stacks: -NodeJS (ExpressJS) / Python(DJango) / Go /…
16,Lead Software Engineer (Flutter),FMH GROUP SDN. BHD.,"RM 10,000 - RM 12,999 a month",Responsibilities include: • Lead a team of mobile engineer • Participate actively in technical planning meetings to ensure technical dependencies are discussed…
17,Mobile App Developer (iOS/Android/Flutter),TOURPLUS TECHNOLOGY SDN BHD,"RM 5,000 - RM 5,999 a month","Developing mobile app for customer and provider app, to develop and maintain mobile app performance and improve functionality of the mobile app."
18,Full Stack Programmer,BCDE Digital Limited,"RM 3,000 - RM 7,500 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
19,Web Developer,BBCSB,"RM 4,000 - RM 8,000 a month","Bachelor’s degree in computer programming, computer science, or related field, or equivalent practical experience for at least 3 years."
20,Flutter Mobile App Developer,BestWeb Technologies Sdn Bhd,"RM 2,500 - RM 5,000 a month","Develop flutter application using Dart (Required).
Integrate mobile applications with backend RESTful services.
Work with outside data sources and APIs."
21,Flutter Developer,Snappymob,"RM 5,500 - RM 7,500 a month","Architect, design, develop, and maintain Flutter applications.
Collaborate with the engineering team at large in software design sessions, code reviews,…"
22,Lead QA,Scout Sparrow Consulting sdn bhd,"RM 15,000 a month","The Lead QA is responsible for test automation for the Carsome Tech and will be working in a high intensity, deadline driven environment."
23,Mobile App Developer (Android/iOS/Flutter),Times Consult,"RM 5,000 - RM 8,000 a month","Support the entire application lifecycle (concept, design, test, release and support).
Understand client requirements and how they translate in application…"
24,Mobile App Developer,Original Intelligence Sdn Bhd,"RM 4,000 - RM 6,000 a month","Develop, maintain, enhance and test mobile applications.
Maintain companyʼs IT infrastructure.
Provide technical support for software, hardware and network…"
25,Mobile Developer,Unijaya Resources Sdn. Bhd.,"RM 2,500 - RM 2,999 a month","Required Skill(s): Ionic, flutter, PHP, Laravel, Angular JS, Vue JS, React Preferably Junior Executive specialized in IT/Computer - Software or equivalent."
26,Flutter Developer,EPS Malaysia,,"Design and develop high-volume, low-latency applications for mission-critical systems, delivering high-availability and performance."
27,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
28,Site Reliability Engineer,BIGPAY MALAYSIA SDN BHD,"RM 10,000 - RM 12,999 a month","When incidents occur, you will be on the front line of investigation and remediation and direct action from our backend, devops and other teams."
29,.NET Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
30,Flutter Mobile App Developer,BestWeb Technologies Sdn Bhd,"RM 2,500 - RM 5,000 a month","Develop flutter application using Dart (Required).
Integrate mobile applications with backend RESTful services.
Work with outside data sources and APIs."
31,Flutter Developer,Snappymob,"RM 5,500 - RM 7,500 a month","Architect, design, develop, and maintain Flutter applications.
Collaborate with the engineering team at large in software design sessions, code reviews,…"
32,Lead QA,Scout Sparrow Consulting sdn bhd,"RM 15,000 a month","The Lead QA is responsible for test automation for the Carsome Tech and will be working in a high intensity, deadline driven environment."
33,Mobile App Developer (Android/iOS/Flutter),Times Consult,"RM 5,000 - RM 8,000 a month","Support the entire application lifecycle (concept, design, test, release and support).
Understand client requirements and how they translate in application…"
34,Mobile App Developer,Original Intelligence Sdn Bhd,"RM 4,000 - RM 6,000 a month","Develop, maintain, enhance and test mobile applications.
Maintain companyʼs IT infrastructure.
Provide technical support for software, hardware and network…"
35,Mobile Developer,Unijaya Resources Sdn. Bhd.,"RM 2,500 - RM 2,999 a month","Required Skill(s): Ionic, flutter, PHP, Laravel, Angular JS, Vue JS, React Preferably Junior Executive specialized in IT/Computer - Software or equivalent."
36,Flutter Developer,EPS Malaysia,,"Design and develop high-volume, low-latency applications for mission-critical systems, delivering high-availability and performance."
37,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
38,Site Reliability Engineer,BIGPAY MALAYSIA SDN BHD,"RM 10,000 - RM 12,999 a month","When incidents occur, you will be on the front line of investigation and remediation and direct action from our backend, devops and other teams."
39,.NET Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
40,Full-Stack Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
41,.NET Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
42,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
43,Lead QA,Scout Sparrow Consulting sdn bhd,"RM 15,000 a month","The Lead QA is responsible for test automation for the Carsome Tech and will be working in a high intensity, deadline driven environment."
44,Hybrid App Developers,Robomy Sdn Bhd,,"Design and Build sophisticated and highly scalable apps using Flutter/React native / Cordova and.
Build custom packages in Flutter / React/ Cordova using the…"
45,Full time Developer/Programmer,CARE Concierge,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
46,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
47,UI/UX Designer,Times Consult,"RM 4,000 - RM 5,000 a month","Gather and evaluate user requirements in collaboration with product managers and engineers.
Illustrate design ideas using storyboards, process flows and…"
48,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
49,3D/Web GL Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
50,MOBILE DEVELOPER,Unixus Solutions,,"Implement and maintain our mobile applications.
Designing and consuming APIs in mobile applications.
Design client & server (mobile) application structure and…"
51,"Mobile App Developer, Android",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
52,Unity Developer,Hays,"RM 7,000 - RM 10,000 a month","You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
53,Digital Technical Analyst,Rizing,,We also incubate the latesttechnologies which are new to Malaysia market through proof- of-concepts and co-innovation.
54,Lead – Mobile App Developer,Ultranet Technologies Sdn Bhd,"RM 5,000 - RM 10,000 a month","Lead and guide mobile app development team.
Participate in business requirements gathering and business re-engineering to ensure proper solutions provided."
55,Senior Software Engineer (Flutter),AirAsia,"RM 8,500 - RM 15,000 a month","Create multi-platform apps for iOS/Android using Flutter Development Framework.
Micro code enhancements within mobile platforms like android/iOS Flutter widgets…"
56,Mobile App Developer,WikiCareer Resources Sdn Bhd,"RM 2,700 - RM 4,500 a month","Mobile developerKey responsible• Support the entire application lifecycle (concept, design, test, release and support)• Produce fully functional mobile…"
57,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
58,Software Development Internship (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,RM 500 - RM 800 a month,Full cycle of SDLC -|- Candidate must possess or currently pursuing a Bachelor's Degree in Computer Science/Information Technology or equivalent.
59,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
60,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
61,Fullstack developer,Cargo Move,"RM 3,800 - RM 5,000 a month","Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
62,Software Engineer / Developer,Ejen2u International Sdn Bhd,"RM 2,200 - RM 5,000 a month","Bachelor’s degree / Diploma / Certificate in computer science, engineering, or a related field• One to three years of experience in software development are…"
63,Software Engineer,Wemabox Solutions Sdn. Bhd.,"RM 3,000 - RM 3,499 a month","Job Description Software Engineer is responsible to design and implement system, feature, and solutions business needs."
64,Lead – Mobile App Developer,Applify Technologies Sdn Bhd,"RM 5,000 - RM 10,000 a month","Provide technical guidance and lead/develop team members.
Extensive knowledge of mobile app front-end UX/UI features, functionalities, programming logic, flow,…"
65,Mobile Application Developer - Can immediately,GME Technical Services Sdn Bhd,"RM 3,000 - RM 5,000 a month","Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support the existing system."
66,Mobile App Developer Intern,Tinkerve LLP,RM 500 - RM 800 a week,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
67,Software Engineer,RedSquare Technologies Sdn Bhd,"RM 4,000 - RM 5,001 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
68,Senior Android Developer(China Market),Myhrsource Sdn Bhd,"RM 22,500 - RM 29,000 a month","According to business needs, develop programs based on the Android platform;
Able to complete key technology verification and model selection;"
69,Software Application Developer,THESTORY BERHAD,"RM 3,000 - RM 3,499 a month","Develop innovative, reusable tools for a better product anticipating the robustness to accept possible changes Communicate effectively for any progress of the…"
70,Software Developer,Pingspace Sdn. Bhd.,"RM 3,500 a month","Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
71,Full Stack Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
72,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
73,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,"RM 2,800 - RM 3,200 a month","Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
74,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
75,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
76,Fullstack developer,Cargo Move,"RM 3,800 - RM 5,000 a month","Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
77,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Requirements: - Bachelor Degree / Diploma in Computer Science / Software Engineering / Information Technology.
Experience in web / mobile app development."
78,Mobile App Developer,ASIA OCEAN TECH (M) SDN. BHD.,"RM 5,000 - RM 5,999 a month","Develop and maintain mobile application using flutter and native mobile platform.
Effectively hook up the mobile application with API to ensure great…"
79,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
80,Senior Android Mobile App Developer,ETCTECH GLOBAL SDN BHD,"RM 5,000 - RM 7,000 a month","Play a key role to conduct the whole process of designing, building, testing, and deploying the innovative Android apps within our organization."
81,Software Engineer,Auronex Sdn Bhd,"RM 3,000 - RM 8,000 a month","You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
82,Senior Software Developer,Kuchingjobs,,"Knowledge in cross platform language e.g. flutter, react and nestjs, a plus.
Degree in Computer Science, Information Technology or equivalent."
83,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
84,iOS Developer,Startups,,"IOS/Android Developers (Native as well as ReactNative, Flutter developers).
This means that you’d be working within the team and it is the team’s responsibility…"
85,Mobile Application Developer (iOS & Android),BEEDUCATION ADVENTURES SDN BHD,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
86,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
87,Software Engineer - iOS,Snappymob,"RM 5,500 - RM 7,700 a month","Architect, design, develop, and maintain iOS applications.
Collaborate with the engineering team at large in software design sessions, code reviews, teaching,…"
88,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
89,Frontend Engineer,EPS Malaysia,,"Design & prototyping highly innovative and intuitive user-facing web and mobile applications.
Develop and integrate cross platform mobile application."
90,Junior/Senior Developer,EPS Malaysia,,"Develop, maintain, enhance and test mobile applications.
Provide technical support for software, hardware and network issues.
0-1 years of experience."
91,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
92,Software Engineer / Web Developer,EasyStore,"RM 4,000 - RM 8,000 a month","Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
93,Frontend Engineer,EPS Malaysia,,"Design & prototyping highly innovative and intuitive user-facing web and mobile applications.
Develop and integrate cross platform mobile application."
94,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
95,Android Developer,SCIKEY,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
96,Senior App Developer,AccVen Sdn Bhd,"RM 5,000 - RM 8,000 a month","Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
97,Senior Mobile Developer - Flutter,Michael Page,,"Participate in Digital Transformation projects.
My clients are looking to hire a team of senior mobile developers, mainly focused on Flutter coding."
98,Software Developer II,Quess Corp Limited,,In this Senior Software Engineer role you will be contributing to developing our public safety platform application on Android using mobile technologies such as…
99,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,"RM 3,000 - RM 3,499 a month","Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
100,Lead Engineering,Carsome Sdn Bhd,,"Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results.
Proficient working with relational databases (MySQL),…"
101,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
102,Senior Staff Software Engineer,Motorola Solutions,,"We develop Android Software for two way radio communication products.
We architect, design, build and customize the Android Platform to enable value creation to…"
103,Senior Mobile Devops Engineer,BASF,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
104,Software Developer,SCIKEY,,"Valid for application before Aug 31, 2021 12:08 PM.
Delivery & Execution capability, within the IT Operating Model.
Mobile Hybrid frameworks – GOOD TO HAVE."
105,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
106,Android Developer,Archisoft Global Sdn Bhd,"RM 8,000 - RM 9,999 a month","Apply mobile application architecture principles, such as process flow, wireframes and visual mock-ups.
Apply outstanding mobile software engineering practices."
107,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
108,Fullstack Devops,Avaelon Technologies Sdn. Bhd.,RM 500 a week,"Quick development skills being applied at rapid development and engineering -|- well, Python, Java, C, C++ , C# , Laravel, php , html, DB both local environment…"
109,Mobile App Developer,Limpopo Group Sdn. Bhd,"RM 3,500 - RM 9,000 a month","This role is most concerned with the flow of the technology, ensuring that there are no stumbling blocks.
This person strives for perfection and understands…"
110,Front End Developer,Versa Asia,"RM 6,000 - RM 16,000 a month",We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
111,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
112,Senior iOS Mobile App Developer,ETCTECH GLOBAL SDN BHD,"RM 5,000 - RM 7,000 a month","Responsible for conceptualizing and designing next generation features for iOS application.
Communicate regularly and write clean code."
113,PHP Programmer,Tornado Internet Sdn Bhd,"RM 2,200 - RM 6,000 a month","And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
114,Mobile Application Developer (iOS & Android),ACD Development Sdn. Bhd,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
