,title,company,salary,description
22,3D/Web GL Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
23,Flutter Mobile App Developer,BestWeb Technologies Sdn Bhd,"RM 2,500 - RM 5,000 a month","Develop flutter application using Dart (Required).
Integrate mobile applications with backend RESTful services.
Work with outside data sources and APIs."
24,Frontend Developer,Esyms Sdn. Bhd.,"RM 6,000 - RM 7,999 a month","Build reusable code and libraries for various projects.
Collaborate with other developers, designers, and architects to meet application requirements and…"
25,"Senior Software Engineer, Flutter",Bjak Sdn Bhd,"RM 8,000 - RM 20,000 a month","Bjak is focused on providing access to affordable and sustainable financial services for people in ASEAN.
Incorporate user feedback to improve software design…"
26,Backend Developer,Esyms Sdn. Bhd.,"RM 6,000 - RM 7,999 a month","Be involved in the entire product development process from conception, design, coding (back-end code, RESTful APIs, web apps), testing and deployment."
27,IT Support,Lapasar.com,"RM 2,000 - RM 4,000 a month","To perform enhancement and defect fixing at the code level.
To work closely with internal and external users to understand their needs & issues."
28,Senior Software Engineer (Flutter),AirAsia,,As a Developer you will be working on operator- and customer-facing products with a team of 3-4 people from diverse backgrounds.
29,Junior/ Senior Software Engineer,DANAPURI SDN BHD,"RM 5,000 - RM 5,999 a month","Utilise best practices and design patterns to write clean, efficient, and elegant code.
Troubleshooting, debugging and resolving technical issues."
30,Junior/Senior Flutter Mobile Developer,vimigo,"RM 3,000 - RM 9,000 a month","Free flow snacks, biscuits, coffee, beverages and soft drinks.
Responsible for design, development, maintenance and enhancements of the in-house and customer…"
31,Senior Android Developer(China Market),Myhrsource Sdn Bhd,"RM 22,500 - RM 29,000 a month","According to business needs, develop programs based on the Android platform;
Able to complete key technology verification and model selection;"
32,Flutter Developer,Hays,"RM 8,000 a month","In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
33,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
34,IT Support Engineer,Ninja Van,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
35,Web Developer,BBCSB,"RM 4,000 - RM 8,000 a month","Bachelor’s degree in computer programming, computer science, or related field, or equivalent practical experience for at least 3 years."
36,INTERNSHIP - SOFTWARE / SYSTEM ANALYST,Sigma Rectrix Systems (M) Sdn Bhd,,Software research and development for Enterprise Resource Planning (ERP) in mobile applications system built using the latest open-source technologies.
37,Jr. Mobile Developer,Fastrexs (M) Sdn Bhd,,To deliver software for research projects under mobile unit -work closely with the team to deliver excellent outcome -to support product management in creating…
38,Mobile Application Developer (Android/iOS),ODESI ECOB SDN BHD,"RM 2,500 - RM 2,999 a month",Requirements • Candidate must possess Bachelor’s degree/Diploma/Postgraduate Diploma in Computer Science /Information Technology or equivalent.
39,Full time Developer/Programmer,CARE Concierge,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
40,Software Engineer,Wemabox Solutions Sdn. Bhd.,"RM 3,000 - RM 3,499 a month","Job Description Software Engineer is responsible to design and implement system, feature, and solutions business needs."
41,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
42,Full Stack Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
43,Mobile Apps Developer (Flutter),SOFAX SDN BHD,"RM 5,000 - RM 8,000 a month","Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
44,Mobile Developer,Sophic Automation,"RM 2,500 - RM 2,999 a month","Develop application programming interfaces (APIs) to support mobile functionality.
Develop mobile application by studying information needs, conferring with…"
45,Senior Developer - 1513902,HCL TECHNOLOGIES MALAYSIA SDN. BHD.,"RM 13,000 - RM 15,999 a year",Requirements • Should have overall 5 to 7 years of experience of which at least 5+ years should have been as full stack developer.
46,Mobile Developer,Techtiera,"RM 2,873 - RM 10,161 a month",We’re looking for creative and dynamic teammates to join us building high performing mobile applications on Android and iOS using latest mobile development…
47,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
48,Web Programmer,La La La Wine & Marketing,"RM 4,000 - RM 8,500 a month","Developing front-end website architecture with appealing visual design.
Developing and managing well-functioning databases and applications."
49,Android Developer,Archisoft Global Sdn Bhd,"RM 8,000 - RM 9,999 a month","Apply mobile application architecture principles, such as process flow, wireframes and visual mock-ups.
Apply outstanding mobile software engineering practices."
50,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
51,Mobile Application Lead,IDC Tech,"RM 15,000 a month","Mobile application lead role is to participate in full dev cycle of mobile application (native and hybrid).
Be the subject matter expert of the applications."
52,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
53,SENIOR MOBILE APPLICATION DEVELOPER,DATADOT SOFTWARE SOLUTIONS SDN. BHD.,"RM 8,000 - RM 9,999 a month","ROLES AND RESPONSIBILITIES • Design and build Hybrid applications using Ionic Framework • Collaborate with cross-functional teams to define, design, and build…"
54,Lead – Technology Operations and Digital,Techcom Solutions Pte Ltd,,"The incumbent is responsible to assist the Lead – Technology Operations and Digital on planning, coordination and execution of all tasks and support required to…"
55,Mobile App Developer,Original Intelligence Sdn Bhd,"RM 4,000 - RM 6,000 a month","Develop, maintain, enhance and test mobile applications.
Maintain companyʼs IT infrastructure.
Provide technical support for software, hardware and network…"
56,Full Stack Programmer,BCDE Digital Limited,"RM 3,000 - RM 7,500 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
57,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,"RM 2,800 - RM 3,200 a month","Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
58,Mobile Apps Developer (Full-stack),Mysuri Biz Technologies Sdn Bhd,,Stack : HTML CSS JavaScript jQuery - Understands Repository Design Pattern - Able to write fully-functional API codes - Good to have basic knowledge in back-end…
59,Programmer,Brighten Business Consulting Sdn Bhd,"RM 3,000 - RM 8,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
60,Programmer,Brighten Business Consulting Sdn Bhd,"RM 3,000 - RM 8,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
61,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
62,Jr. Software Developer,Fastrexs (M) Sdn Bhd,,Identifying areas for modification in existing codes & subsequently developing these modifications -maintaining & upgrading existing systems -work closely with…
63,Junior Software Engineer,GigWorld Inc,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
64,Assistant Project Manager ( Software Development),E-INFOMEDIA SOLUTIONS SDN BHD,"RM 6,000 - RM 7,999 a month",Role & Responsibilities • Assists project manager to ensure that project is delivered within the set budget and timeline • Maintain good relationship and…
65,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
66,Software Developer,RAPTOR MALAYSIA SDN BHD,"RM 8,000 - RM 9,999 a month","Develop and maintain various functional, high performance front-end components • develop flutter applications(mobile and web) and integrate with internal and…"
67,Unity Developer,Hays,"RM 7,000 - RM 10,000 a month","You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
68,IT Support (Junior/Mid),Lapasar.com,"RM 3,000 - RM 3,499 a month",To provide application support and enhancement for applications in the company - To identify end user problems and its solutions - To perform enhancement and…
69,Software Developer,PM101 Consulting,"RM 4,000 - RM 7,000 a month","Assists project manager to ensure that project is delivered within the set budget and timeline.
Maintain good relationship and rapport with client at all times."
70,Mobile Developer,Techtiera Sdn Bhd,"RM 2,873 - RM 10,161 a month","High performing mobile applications on Android and iOS using latest.
Mobile development framework by Google.
The development involves creating engaging mobile…"
71,Web Programmer (Malaysian),BCDE Digital Limited,"RM 3,000 - RM 8,500 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
72,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,"RM 3,000 - RM 3,499 a month","Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
73,Mobile Application Developer (iOS & Android),BEEDUCATION ADVENTURES SDN BHD,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
74,Lead – Mobile App Developer,Ultranet Technologies Sdn Bhd,"RM 5,000 - RM 10,000 a month","Lead and guide mobile app development team.
Participate in business requirements gathering and business re-engineering to ensure proper solutions provided."
75,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Requirements: - Bachelor Degree / Diploma in Computer Science / Software Engineering / Information Technology.
Experience in web / mobile app development."
76,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
77,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
78,Lead – Mobile App Developer,Applify Technologies Sdn Bhd,"RM 5,000 - RM 10,000 a month","Provide technical guidance and lead/develop team members.
Extensive knowledge of mobile app front-end UX/UI features, functionalities, programming logic, flow,…"
79,SOFTWARE DEVELOPMENT ENGINEER,Aizach Niaga Sdn Bhd,"RM 1,600 - RM 2,500 a month","Experience mobile development framework such as flutter or ionic.
Degree in Software / Computer Science.
Understanding Flowchart of the System."
80,Mobile App Developer,Limpopo Group Sdn. Bhd,"RM 3,500 - RM 9,000 a month","This role is most concerned with the flow of the technology, ensuring that there are no stumbling blocks.
This person strives for perfection and understands…"
81,Software Engineer / Developer,Ejen2u International Sdn Bhd,"RM 2,200 - RM 5,000 a month","Bachelor’s degree / Diploma / Certificate in computer science, engineering, or a related field• One to three years of experience in software development are…"
82,Software Development Internship (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,RM 500 - RM 800 a month,Full cycle of SDLC -|- Candidate must possess or currently pursuing a Bachelor's Degree in Computer Science/Information Technology or equivalent.
83,Junior & Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 2,800 - RM 7,000 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
84,"Mobile App Developer, Android",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
85,Mobile App Developer (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,"RM 2,500 - RM 4,500 a month","Responsible for iOS and/or Android application development either in native or cross-platform.
Responsible for mobile application framework design and…"
86,Technical Developer,Rizing,"RM 4,000 - RM 5,000 a month","Versatile software/web developers with less than 2 years’ experience who has worked on popular frontend frameworks/languages namely Kotlin, Flutter, React.js,…"
87,INFORMATION SYSTEM EXCUTIVE,HMN NADHIR SDN. BHD.,,"Candidates must possess Degree in Software Engineering, Information Technology or any qualification in programming.
CGPA of 3.0 and above."
88,Frontend Engineer,EPS Malaysia,,"Design & prototyping highly innovative and intuitive user-facing web and mobile applications.
Develop and integrate cross platform mobile application."
89,Front End Developer,Versa Asia,"RM 6,000 - RM 16,000 a month",We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
90,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
91,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
92,Senior Mobile Developer - Flutter,Michael Page,,"Participate in Digital Transformation projects.
My clients are looking to hire a team of senior mobile developers, mainly focused on Flutter coding."
93,Fullstack Devops,Avaelon Technologies Sdn. Bhd.,RM 500 a week,"Quick development skills being applied at rapid development and engineering -|- well, Python, Java, C, C++ , C# , Laravel, php , html, DB both local environment…"
94,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
95,Senior Full Stack Developer,Lapasar.com,"RM 6,000 - RM 10,000 a month",You will be working with other (junior-senior) in building and maintaining current and future web/mobile applications.
96,Fullstack developer,Cargo Move,"RM 3,800 - RM 5,000 a month","Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
97,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
98,Junior/Senior Developer,EPS Malaysia,,"Develop, maintain, enhance and test mobile applications.
Provide technical support for software, hardware and network issues.
0-1 years of experience."
99,Full Stack Developer,EPS Malaysia,,"Design and develop client-side and server-side architecture for web and mobile applications.
Design and develop effective APIs."
100,PHP Programmer,Tornado Internet Sdn Bhd,"RM 2,200 - RM 6,000 a month","And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
101,Software Engineer,Auronex Sdn Bhd,"RM 3,000 - RM 8,000 a month","You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
102,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
103,Senior App Developer,AccVen Sdn Bhd,"RM 5,000 - RM 8,000 a month","Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
104,iOS Mobile App Developer,Ingenious Lab Sdn Bhd,"RM 3,000 - RM 4,900 a month","In addition to developing new applications, the role is also responsible for maintenance and providing assistance in the mobile space."
105,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
106,Senior Staff Software Engineer,Motorola Solutions,,"We develop Android Software for two way radio communication products.
We architect, design, build and customize the Android Platform to enable value creation to…"
107,IOS Developer,Capgemini Services Malaysia Sdn Bhd,,"You should have a strong knowledge of iOS frameworks and proficiency in Objective-C.
If you have knowledge of iOS patterns and practices and are passionate…"
108,Software Developer,SCIKEY,,"Valid for application before Aug 31, 2021 12:08 PM.
Delivery & Execution capability, within the IT Operating Model.
Mobile Hybrid frameworks – GOOD TO HAVE."
109,Senior App Developer,AccVen Sdn Bhd,"RM 5,000 - RM 8,000 a month","Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
110,Software Engineer / Web Developer,EasyStore,"RM 4,000 - RM 8,000 a month","Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
111,Premier Relationship Manager,TechBridge Market,,The Customer Success Engineer will be responsible for delivering high quality consultation and support services on E2open's Supply Chain applications to meet…
112,Senior Engineer/Engineer R&D,Carsome,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
113,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
114,Senior Mobile Devops Engineer,BASF,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
115,Mobile Application Developer,Reeracoen Malaysia,"RM 4,000 - RM 6,000 a month","Education Background : At least a Diploma, Advanced/ Higher/ Graduate Diploma, Bachelor's Degree , Post Graduate Diploma, Professional Degree, Computer Science/…"
116,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
117,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
118,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
119,MOBILE SOFTWARE ENGINEER - ANDROID,JAC Malaysia,,"Apply outstanding mobile software engineering practices.
Apply state of the art automated testing practices (unit, integration & UI tests)."
120,"Mobile App Developer, iOS",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
121,Senior Mobile Devops Engineer,Cucumber consultants,"RM 5,121 - RM 8,000 a month","Develop mobile apps for internal customers.
Design and implement an efficient, automated and sustainable development platform that supports enterprise mobile…"
122,Software Engineer,BCDE Digital Limited,"RM 3,500 - RM 8,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
123,Quality Assurance Lead (Automation),Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
124,Senior Engineer/Engineer Mobile,Carsome,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
125,Mobile Devops Engineer,BASF Asia Pacific,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
126,Engineer/Sr. Engineer - Full Stack,Carsome,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
127,Software Engineer/Mobile Application Developer (Android),Agensi Pekerjaan Execsearch Sdn Bhd,"RM 8,000 - RM 10,500 a month","Outlining and executing innovative architecture for Android mobile application.
Demonstrate knowledge & skills in mobile application architecture principles,…"
128,Lead Engineering,SCIKEY,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
129,Software Developer (Flutter Experience)-Mandarin Speaker Pre...,Two95 International Inc.,"RM 3,000 - RM 6,500 a month","Design, implement & manage apps that can scale and serve millions of users.
Design and implement RESTful and GraphQL API."
130,Senior Software Engineer,Motorola Solutions,,"We develop Android Software for two way radio communication products.
We architect, design, build and customize the Android Platform to enable value creation to…"
