,title,company,location,salary,description
0,Flutter Mobile Developer,Webmax Technologies Sdn Bhd,Selayang•Remote,"RM 4,000 - RM 6,500 a month","Experience developing with Dart, whether with Flutter or for the web.
Experience contributing to and managing high-scale production mobile apps."
1,Flutter Developer (Mobile Application),Chargeplus Sdn Bhd,Kuala Lumpur,"RM 6,000 - RM 7,999 a month","You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
2,Flutter Mobile Apps Tutor/Mentor/Trainer at Clazzy Academy,Clazzy Sdn Bhd,Subang Jaya•Remote,RM 80 an hour,"Educators are teachers/tutors/mentor that teaches technology skills.
We provide slots (teaching time) for educators to teach, and you can fill in the available…"
3,FLUTTER DEVELOPER,AIME HEALTHCARE SDN. BHD.,Kuala Lumpur,"RM 3,300 - RM 3,700 a month","Working with an agile team to develop, test, and maintain web and desktop-based business applications.
Assisting in the collection and documentation of user's…"
4,Mobile App Developer (Flutter),ZUS Coffee,Shah Alam+1 location,"RM 4,000 - RM 5,500 a month","Develop and maintain Flutter applications.
Perform coding assignments such as designing, developing, and implementing unit testing."
5,IT Trainee,CARPEDIA GLOBAL HOLIDAYS SDN BHD,Cyberjaya,RM 700 a month,"Support the IT team in maintaining hardware, software, and other systems.
Assist with troubleshooting issues and provide technical support."
6,Flutter Developer,Brandt International Sdn Bhd,Kuala Lumpur,"RM 6,000 a month",Develop state of the art highly interactive and rich animation experience for mobile and desktop app using Flutter.
7,Flutter Mobile App Developer,IQ E-SOFTWARE SDN BHD,Petaling Jaya,"RM 3,000 - RM 3,499 a month",Responsibilities - Working with third party to fulfill project requirements and integration of services - Ability to work/ handle the project independently or…
8,Flutter Developer,AR Mechatronics PLT,Skudai+1 location,,"Design, code and deploy cross platform mobile application using Flutter.
Develop app updates following requirements, bug fixes and additional features for…"
9,FLUTTER DEVELOPER,Hezmedia Interactive Sdn Bhd,Kelana Jaya•Remote,"RM 2,500 a month","You will be involved in all phases of the software development cycle -- from ideation to analysis of data usage collected - to prototyping, system design,…"
10,Mobile Flutter Developer,Conceptway Solutions (M) Sdn Bhd,Cyberjaya,"RM 10,000 - RM 12,999 a year",The primary focus will be to implement new user interfaces and features together with automated unit and integration tests.
11,Mobile Application Developer,LCP Buildsoft Technology (M) Sdn Bhd,Klang,"RM 2,665 - RM 7,000 a month","Able to devise/design/abstract or even architect.
Experience in Native and Hybrid (IONIC/Cordova/React Native/Google Flutter) is an added advantage."
12,FRONT END DEVELOPER,RF INFINITE SDN BHD,Cyberjaya,,"Write clean, scalable code using JavaScript, HTML, CSS programming languages.
Remain up to date with the terminology, concepts and best practices for coding web…"
13,Flutter Engineer,AMK Solutions Pvt Ltd,Kuala Lumpur,"RM 10,000 a month",Write high quality and testable Dart code for Flutter with BLoC state management (flutter\_bloc) to ensure long term value of the solution.
14,SOFTWARE & PHP DEVELOPER,SYSNIQ SDN BHD,Bayan Lepas,"RM 4,500 - RM 8,000 a month","Attractive salary based on working experience and qualification.
Basic Increment: 10% upon confirmation, 5-10% per annum.
(2) Admin Dashboard (TALL stack)*."
15,Flutter Developer,Snappymob,Kuala Lumpur,,"As part of the team, you’ll be collaborating with other engineers and team members on creating delightful, mission-critical software applications that our…"
16,Mobile Application Developer (Flutter),StrongByte Studio Sdn Bhd,Puchong,"RM 3,000 - RM 6,000 a month","The ideal candidate thrives in agile environment and has a passion for developing high-quality, maintainable code using the latest mobile application…"
17,Mobile Flutter Developer,Conceptway Solutions (M) Sdn Bhd,Cyberjaya,"RM 10,000 - RM 12,999 a year",The primary focus will be to implement new user interfaces and features together with automated unit and integration tests.
18,System Analyst,Thatz (Malaysia) Sdn Bhd,Kuala Lumpur,"RM 8,000 - RM 9,999 a month","PURPOSE: • Collect and analyze user requirements, conduct impact analysis, perform system design • Deliver quality solutions and strive for better ways to…"
19,INTERNSHIP - SOFTWARE / SYSTEM ANALYST,Sigma Rectrix Systems (M) Sdn Bhd,Cyberjaya,,Software research and development for Enterprise Resource Planning (ERP) in mobile applications system built using the latest open-source technologies.
20,Mobile App Developer (Flutter),Beno Technologies,Bayan Baru,"RM 3,000 - RM 6,000 a month","Explore latest technologies and be a part of brainstorming sessions to drive innovations in the electric mobility space.
Prior experience working with Flutter."
21,Mobile App Developer Intern,Tinkerve LLP,Kuala Lumpur,RM 500 - RM 800 a week,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
22,Flutter Mobile App Developer,IQ E-SOFTWARE SDN BHD,Petaling Jaya,"RM 3,000 - RM 3,499 a month",Responsibilities - Working with third party to fulfill project requirements and integration of services - Ability to work/ handle the project independently or…
23,Application Developer,Rovotech Sdn Bhd,Kuala Lumpur,"RM 5,000 - RM 7,000 a month","Degree in Computer Science or Information System related studies.
Minimum 2 years experience on Microsoft.
Proficient understanding of version control software…"
24,System Analyst,Custommedia Sdn Bhd,Puchong,"RM 4,000 - RM 4,999 a month","Developing organisational capabilities, processes and procedures for automation and continuous integration of build, packaging, testing, security and deployment…"
25,FRONT END DEVELOPER,RF INFINITE SDN BHD,Cyberjaya,,"Write clean, scalable code using JavaScript, HTML, CSS programming languages.
Remain up to date with the terminology, concepts and best practices for coding web…"
26,Mobile App Developer,Asia Debut Sdn Bhd,Cheras•Remote,"RM 2,207 - RM 7,725 a month","Develop application programming interfaces (APIs) to support mobile functionality.
Suggest and implement new mobile products, applications and protocols."
27,Mobile Application Developer (iOS/Android/Flutter / Partiall...,Artemis Solution (M) Sdn. Bhd,Petaling Jaya•Remote,"RM 5,500 a month","Developing, debugging and supporting mobile applications (iOS/Android) and their infrastructure.
Be actively involved in technical design of the application."
28,Flutter Engineer,AMK Solutions Pvt Ltd,Kuala Lumpur,"RM 10,000 a month",Write high quality and testable Dart code for Flutter with BLoC state management (flutter\_bloc) to ensure long term value of the solution.
29,Backend Developer,Esyms Sdn. Bhd.,Puchong•Remote,"RM 6,000 - RM 7,999 a month","Be involved in the entire product development process from conception, design, coding (back-end code, RESTful APIs, web apps), testing and deployment."
30,Software Engineer,Wemabox Solutions Sdn. Bhd.,Ipoh,"RM 3,000 - RM 3,499 a month","Job Description Software Engineer is responsible to design and implement system, feature, and solutions business needs."
31,Front End Developer - 199,ICREST SDN BHD,Kuala Lumpur,"RM 8,000 - RM 9,999 a month","Design, build and maintain high performance, reusable, responsive and reliable code and libraries.
Enhance application for maximum speed and scalability for…"
32,NET DEVELOPER,JT Outsource Solutions Sdn Bhd,Kuala Lumpur,"RM 1,200 a week","NET, C#, VB), or mobile app development technologies (e.g. Flutter, React Native, Xamarin, Swift, Objective C, Java, Kotlin) 2.
Strong problem-solving skills 5."
33,Senior Mobile Developer,LCP Buildsoft Technology (M) Sdn Bhd,Klang,"RM 5,000 - RM 5,999 a month","Experience in Native and Hybrid (IONIC/Cordova/React Native/Google Flutter) is an added advantage.
Experience in PHP/Python/HTML/CSS/Javascript is an added…"
34,Software Developer (Blockchain),ZENITH INFOTECH SERVICES SDN BHD,Kuala Lumpur,"RM 10,000 - RM 12,999 a month","Develop system according to audit requirements, rules and regulations.
Work with Business units, IT Operations and various stakeholders regarding the functions…"
35,Software Developer Mobile App Intern,DeltaFrontier,Kuala Lumpur•Temporarily Remote,RM 600 - RM 750 a month,"Design and build Android and iOS mobile applications.
Work closely with design, product management, and development teams to analyse, design, and ship new…"
36,Mobile Developer (Flutter),Hays,Malaysia,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
37,Mobile Application Developer,ALFATECH SOLUTION SDN BHD,Kajang,,"Code and test programming for mobile apps.
Customizing and maintaining existing mobile applications. • amiliar with HTTP / REST for communication with the…"
38,System Analyst,Custommedia Sdn Bhd,Puchong,"RM 4,000 - RM 4,999 a month","Developing organisational capabilities, processes and procedures for automation and continuous integration of build, packaging, testing, security and deployment…"
39,Mobile Application Developer (iOS/Android/Flutter / Partiall...,Artemis Solution (M) Sdn. Bhd,Petaling Jaya•Remote,"RM 5,500 a month","Developing, debugging and supporting mobile applications (iOS/Android) and their infrastructure.
Be actively involved in technical design of the application."
40,Mobile App Developer,ETCTECH GLOBAL SDN BHD,Kuala Lumpur,"RM 3,000 - RM 6,000 a month","Play a key role to conduct the whole process of designing, building, testing, and deploying the innovative mobile apps."
41,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,Klang,"RM 3,000 - RM 3,499 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
42,Mobile Developer,Razer USA Ltd.,Bangsar South•Remote,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
43,IT Intern,BestWeb Technologies Sdn Bhd,Bukit Jalil,,"Support the Operation team in maintaining support ticketing system.
Assist with troubleshooting issues and provide technical support."
44,Web Application Developer,BLUEWARE MALAYSIA SDN BHD,Butterworth,,"Designing user interactions on web pages.
Developing back end website applications.
Creating servers and databases for functionality."
45,Front End Developer - Internship,Bravo Net Solution,Petaling Jaya,RM 500 - RM 700 a week,"Bonus : Familiar with frontend framework like vuejs, flutter, reactjs, reactnative etc.
To develop and manage WordPress websites."
46,Mobile Developer,Razer USA Ltd.,Bangsar South•Remote,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
47,Mobile Developer,Sophic Automation,Bayan Lepas,"RM 2,500 - RM 2,999 a month","Develop application programming interfaces (APIs) to support mobile functionality.
Develop mobile application by studying information needs, conferring with…"
48,Mobile Application Developer,UCSI University,Kuala Lumpur,,To identify relevant modules from UCSI University’s IIS that can be ported to mobile apps for students to easily access common functions on the go.
49,Mobile App Developer,ETCTECH GLOBAL SDN BHD,Kuala Lumpur,"RM 3,000 - RM 6,000 a month","Play a key role to conduct the whole process of designing, building, testing, and deploying the innovative mobile apps."
50,Mobile App Developer (Flutter),SOFAX SDN BHD,Bandar Sunway,"RM 5,000 - RM 8,000 a month","Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
51,Internship for Mobile App Developer,Maxunity Technology Sdn Bhd,Puchong,RM 500 a week,"Mobile App API and Backend Development.
Software testing, debugging and deployment.
Understand the business flow and provide best solution with the team to…"
52,Software Developer (Blockchain),ZENITH INFOTECH SERVICES SDN BHD,Kuala Lumpur,"RM 10,000 - RM 12,999 a month","Develop system according to audit requirements, rules and regulations.
Work with Business units, IT Operations and various stakeholders regarding the functions…"
53,Software Developer Mobile App Intern,DeltaFrontier,Kuala Lumpur•Temporarily Remote,RM 600 - RM 750 a month,"Design and build Android and iOS mobile applications.
Work closely with design, product management, and development teams to analyse, design, and ship new…"
54,Junior Software Engineer,GigWorld Inc,Petaling Jaya,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
55,Full Stack Software Developer,ABX Express (M) Sdn Bhd,Subang Jaya,"RM 4,500 - RM 6,000 a month","Develop and manage software related aspects of product development such as.
Applications, webpage design and maintenance and program codes improvement."
