,title,company,location,salary,description
0,Snr Flutter Developer,Green Packet International Sdn Bhd,Selangor,,"Job Responsibilities:

Designs, develops, and provides customization of various…"
1,Flutter Developer,4X Software Sdn Bhd,Cyberjaya,,"Your role As a Flutter Developer at Deriv, you will be responsible for designing and developing applications for iOS and Android platforms while working closely…"
2,Mobile Application Developer - Flutter,JobCity.my,Kuala Lumpur,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation Ensure the successful delivery of the various…"
3,Mobile App Developer,QuickDesk,Malaysia,,"You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
4,Flutter Developer,Brandt International Sdn Bhd,Kuala Lumpur,,Develop state of the art highly interactive and rich animation experience for mobile and desktop app using Flutter.
5,Software Engineer,Wemabox Solutions Sdn. Bhd.,Ipoh,,"Job Description Software Engineer is responsible to design and implement system, feature, and solutions business needs."
6,Wordpress & Mobile App Developer,Advance Plus Property Management Sdn Bhd,Bukit Gelugor,,"Job Scopes: - Develop and maintain websites and web-based application with WordPress, WooCommerce & CMS - Designing, integrating, upgrading and maintaining the…"
7,Flutter Developer,Snaphunt,Kuala Lumpur,,"The OfferOpportunity within an award-winning people development solutions firmBe involved in developing high-impact products Work in a fast-paced, startup…"
8,Account Executive (Digital Media Project),Nuren Group,Malaysia,,"You will play the account management role in handling our advertiser's digital media projects & campaigns.
You are responsible for managing the flow of work for…"
9,"Full Stack Web Application Developer @ Butterworth, Penang",PERSOLKELLY,George Town,,"Developing back end website applications.
Ensuring cross-platform optimization for mobile phones.
Working alongside graphic designers for web design features."
10,Internship for Computer IT (Web Programmer),Dideta Multitech Sdn Bhd,Pasir Puteh,,Testing and de-bugging to make sure our platform runs smoothly Data processing and analysis Exposure to cloud technologies Requirements: Candidate must possess…
11,Junior Full Stack Developer I WFH & Office-Hybrid,AGTIV Consulting Sdn Bhd,Kuala Lumpur•Remote,,"Our projects are with some of the largest banks, insurance, oil & gas as well as pharmaceutical companies in Malaysia, Singapore, India, France, and beyond."
12,Unity Developer,Hays,Malaysia,,"You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
13,Flutter Junior Programmer,XEERSOFT SDN BHD,Kuala Lumpur,,"Design & implement new app modules based on the product requirements using Flutter framework.
Build reusable code and libraries for future use."
14,Web Front-End / Mobile Application Developer (Flutter),atQuest Solutions,Kuala Lumpur,,"Creates next generation mobile application for iOS and Android devices.
Responsible for the development, testing, release and support of the application’s…"
15,FULL STACK WEB APPLICATION DEVELOPER,BLUEWARE MALAYSIA SDN BHD,Butterworth,,"Designing user interactions on web pages.
Developing back end website applications.
Creating servers and databases for functionality."
16,Flutter Developer,BEEDUCATION ADVENTURES SDN BHD,Subang Jaya,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
17,Mobile Developer (Flutter),Hays,Malaysia,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
18,INTERNSHIP-Full time Programmer to develop Websites and Apps,AQ Wise Sdn Bhd,Shah Alam•Remote,,"INTERNSHIP- Full time Programmer to develop Websites and Apps.
Acquire Flutter programming skill or Willing to learn Flutter intensively."
19,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,Ipoh,,"Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
20,Mobile Developer,Tamarix Onesolutions Sdn Bhd,Cyberjaya,,"✅ Familiar with flutter framework (Added Advantage).
✅ Transform business requirement into mobile apps.
✅ Experienced in IOS and Android Developments."
21,Flutter Developer,ACD Development Sdn. Bhd,Subang Jaya,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
22,Software Developer,MAXUNITY TECHNOLOGY SDN BHD,Puchong,,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post-Graduate Diploma/Professional Degree in Engineering (Computer…"
23,Developer,Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur,,Job Responsibilities  Develop native Android mobile applications and web applications  Understanding user requirements and provide options for improvised…
24,Mobile Apps Developer,Agensi Pekerjaan Career Horizons,Kuala Lumpur•Remote,,"• Transform business requirements into functional mobile apps.
Monitor, optimize and maintain high performance of the application."
25,Full Stack Web Application Developer,Agensi Pekerjaan Allstaff Sdn Bhd,Butterworth,,Qualification: • Bachelor's Degree in Computer Science or equivalent Job Scope: • Developing front end website architecture.
26,Mobile App Developer (PJ area/Up to 6k/MS SQL),Agensi Pekerjaan Times Management Consultancy Sdn...,Ara Damansara,,"Developing customized solutions for the mobile platform.
Designing, coding, and implementing mobile applications.
Stay up-to-date with new technology trends."
27,IT Support Engineer,Ninja Van,Shah Alam,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
28,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,Petaling Jaya,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
29,Associate/Senior Mobile Engineer (Flutter),Astro,Kuala Lumpur,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile appsWhat you will do…"
30,Flutter Developer,ACD Development Sdn. Bhd,Subang Jaya,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
31,Software Developer,MAXUNITY TECHNOLOGY SDN BHD,Puchong,,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post-Graduate Diploma/Professional Degree in Engineering (Computer…"
32,Developer,Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur,,Job Responsibilities  Develop native Android mobile applications and web applications  Understanding user requirements and provide options for improvised…
33,Mobile Apps Developer,Agensi Pekerjaan Career Horizons,Kuala Lumpur•Remote,,"• Transform business requirements into functional mobile apps.
Monitor, optimize and maintain high performance of the application."
34,Full Stack Web Application Developer,Agensi Pekerjaan Allstaff Sdn Bhd,Butterworth,,Qualification: • Bachelor's Degree in Computer Science or equivalent Job Scope: • Developing front end website architecture.
35,Mobile App Developer (PJ area/Up to 6k/MS SQL),Agensi Pekerjaan Times Management Consultancy Sdn...,Ara Damansara,,"Developing customized solutions for the mobile platform.
Designing, coding, and implementing mobile applications.
Stay up-to-date with new technology trends."
36,IT Support Engineer,Ninja Van,Shah Alam,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
37,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,Petaling Jaya,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
38,Software Engineer II,AirAsia,Kuala Lumpur+1 location,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
39,Associate/Senior Mobile Engineer (Flutter),Astro,Kuala Lumpur,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile appsWhat you will do…"
40,Software Developer,EV-Dynamic Sdn Bhd,Putra Heights,,"Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
41,Software Developer,Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur•Temporarily Remote,,"Develop native Android mobile applications and web applications.
Understanding user requirements and provide options for improvised technical solution."
42,Mobile Application Developer,Nss It Solution Sdh Bhd,Cyberjaya,,Develop mobile Android and iOS applications • Applicant can possess one or more the following skill set: - Develop iOS application using Swift and/or Obj-C -…
43,Full Stack Developer (Mobile & Web Application),Chargeplus Sdn Bhd,Kuala Lumpur,,"You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
44,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,Kluang,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
45,Quality Assurance Engineer,MHub,Subang Jaya,,"As a Quality Assurance Engineer, you will be responsible for creating test cases, covering functional, technical and UI end-to-end tests for all products and…"
46,WEB DEVELOPER,Prestige Cartrade Sdn Bhd,Kuala Lumpur,,"This role requires strong analytical skills, information technologist, web solutions and data driven mindset to gain success in developing e-commerce platforms,…"
47,Mobile Developer,Razer USA Ltd.,Kuala Lumpur•Remote,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
48,Mobile App Developer (Flutter),SOFAX SDN BHD,Bandar Sunway,,"Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
49,Mobile App Developer Intern,Tinkerve LLP,Kuala Lumpur,,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
50,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,Johor Bahru,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
51,Senior Software Engineer,Motorola Solutions,Penang,,And in everyday moments — when a package arrives just in time for the holiday or when a child doesn’t miss the school bus home.
52,Front-end Developer,Big Corridor Sdn Bhd,Selangor,,"Translate designs and mock-ups into front-end code.
Perform integrations between front-end and back-end interfaces.
Resolve bottlenecks, and software bugs."
53,UI/UX Designer + Developer,Brandt International Sdn Bhd,Kuala Lumpur,,"Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
54,Customer Support,Ejen2u International Sdn Bhd,Puchong,,"Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
55,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,Kota Damansara,,"Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
