,title,company,salary,description
31,3D/Web GL Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
32,Mobile App Developer (Android/iOS/Flutter),Times Consult,"RM 5,000 - RM 8,000 a month","Support the entire application lifecycle (concept, design, test, release and support).
Understand client requirements and how they translate in application…"
33,Software Developer,Pingspace Sdn. Bhd.,"RM 3,500 a month","Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
34,Full-Stack Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
35,Full Stack Programmer,Brighten Business Consulting Sdn Bhd,"RM 6,000 - RM 12,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website / Apps architecture with appealing visual design."
36,Software Engineer Intern,RedSquare Technologies Sdn Bhd,"RM 1,200 - RM 2,000 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
37,.NET Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
38,Mobile Application Developer - Can immediately,GME Technical Services Sdn Bhd,"RM 3,000 - RM 5,000 a month","Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support the existing system."
39,Mobile App Developer (Flutter),SOFAX SDN BHD,"RM 5,000 - RM 8,000 a month","Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
40,MOBILE APP DEVELOPER,AGENSI PEKERJAAN STRATEGIC BAY SDN BHD,"RM 6,000 - RM 7,999 a month","Skills. Native iOS, android , and /or flutter  Language proficiency- Chinese/ English  Salary range 4-8k depending on experience  Gender / race preference if…"
41,Senior Android Developer(China Market),Myhrsource Sdn Bhd,"RM 22,500 - RM 29,000 a month","According to business needs, develop programs based on the Android platform;
Able to complete key technology verification and model selection;"
42,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
43,Junior/Senior Flutter Mobile Developer,vimigo,"RM 3,000 - RM 9,000 a month","Free flow snacks, biscuits, coffee, beverages and soft drinks.
Responsible for design, development, maintenance and enhancements of the in-house and customer…"
44,Full Stack Developer,Brand International,"RM 6,000 - RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
45,Junior Software Engineer,GigWorld Inc,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
46,QA Lead (Automation),Agensi Pekerjaan Career Channel Sdn Bhd,"RM 10,000 - RM 12,000 a month","Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
47,Senior Android Developer(China Market),Myhrsource Sdn Bhd,"RM 22,500 - RM 29,000 a month","According to business needs, develop programs based on the Android platform;
Able to complete key technology verification and model selection;"
48,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,"RM 6,000 - RM 7,999 a month","The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications Duties and…"
49,.NET Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
50,Mobile App Developer Intern,Tinkerve LLP,RM 500 - RM 800 a week,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
51,Flutter Developer,Hays,"RM 8,000 a month","In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
52,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,"RM 2,800 - RM 3,200 a month","Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
53,Software Application Developer,THESTORY BERHAD,"RM 3,000 - RM 3,499 a month","Develop innovative, reusable tools for a better product anticipating the robustness to accept possible changes Communicate effectively for any progress of the…"
54,Software Engineer,RedSquare Technologies Sdn Bhd,"RM 4,000 - RM 5,001 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
55,iOS/Android Developer,Nustax Sdn Bhd,"RM 3,000 - RM 3,499 a month","Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
56,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
57,Flutter Developer,EPS Malaysia,,"Design and develop high-volume, low-latency applications for mission-critical systems, delivering high-availability and performance."
58,Full Stack Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
59,Mobile Engineer (Flutter),Aisling Consulting Sdn Bhd,,They are currently looking to hire talented Mobile Engineers (Flutter) that will be assigned with the new mobile division that will be the pioneers of this…
60,Junior Software Engineer,GigWorld Inc,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
61,Software Engineer,RedSquare Technologies Sdn Bhd,"RM 4,000 - RM 5,001 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
62,Mobile App Developer,WikiCareer Resources Sdn Bhd,"RM 2,700 - RM 4,500 a month","Mobile developerKey responsible• Support the entire application lifecycle (concept, design, test, release and support)• Produce fully functional mobile…"
63,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
64,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
65,Unity Developer,Hays,"RM 7,000 - RM 10,000 a month","You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
66,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
67,Software Team Leader (Mobile Application),MYFIRST TECH SDN BHD,"RM 8,000 - RM 15,000 a month","We develop various Kids tech products.
This position is the Software Lead to manage a team to develop and maintain the mobile application, server application…"
68,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
69,Mobile Developer,Sophic Automation,"RM 2,500 - RM 2,999 a month","Develop application programming interfaces (APIs) to support mobile functionality.
Develop mobile application by studying information needs, conferring with…"
70,Senior Software Engineer (Flutter),AirAsia,"RM 8,500 - RM 15,000 a month","Create multi-platform apps for iOS/Android using Flutter Development Framework.
Micro code enhancements within mobile platforms like android/iOS Flutter widgets…"
71,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
72,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
73,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
74,Junior/Senior Developer,Agensi Pekerjaan EPS Consultants Sdn Bhd,,"Develop, maintain, enhance and test mobile applications.
Provide technical support for software, hardware and network issues.
0-1 years of experience."
75,Software Engineer / Developer,Ejen2u International Sdn Bhd,"RM 2,200 - RM 5,000 a month","Bachelor’s degree / Diploma / Certificate in computer science, engineering, or a related field• One to three years of experience in software development are…"
76,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
77,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
78,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
79,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
80,Front End Developer,Versa Asia,"RM 6,000 - RM 16,000 a month",We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
81,Mobile Developer,Sophic Automation,"RM 2,500 - RM 2,999 a month","Develop application programming interfaces (APIs) to support mobile functionality.
Develop mobile application by studying information needs, conferring with…"
82,Junior & Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 2,800 - RM 7,000 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
83,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Requirements: - Bachelor Degree / Diploma in Computer Science / Software Engineering / Information Technology.
Experience in web / mobile app development."
84,PHP Programmer,Tornado Internet Sdn Bhd,"RM 2,200 - RM 6,000 a month","And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
85,INFORMATION SYSTEM EXECUTIVE,HMN NADHIR SDN BHD,,"CANDIDATE MUST POSSESS DEGREE IN SOFTWARE ENGINEERING, INFORMATION TECHNOLOGY OR ANY QUALIFICATION IN PROGRAMMING."
86,Mobile Application Developer (iOS & Android),ACD Development Sdn. Bhd,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
87,Software Engineer,Auronex Sdn Bhd,"RM 3,000 - RM 8,000 a month","You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
88,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
89,Lead - Technology Operations and Digital,Techcom Solutions Pte Ltd,,"The incumbent is responsible to assist the Lead – Technology Operations and Digital on planning, coordination and execution of all tasks and support required to…"
90,Mobile Application Developer (iOS & Android),BEEDUCATION ADVENTURES SDN BHD,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
91,Fullstack developer,Cargo Move,"RM 3,800 - RM 5,000 a month","Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
92,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
93,Junior & Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 2,800 - RM 7,000 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
94,Mobile App Developer,ASIA OCEAN TECH (M) SDN. BHD.,"RM 5,000 - RM 5,999 a month","Develop and maintain mobile application using flutter and native mobile platform.
Effectively hook up the mobile application with API to ensure great…"
95,iOS Developer,Startups,,"IOS/Android Developers (Native as well as ReactNative, Flutter developers).
This means that you’d be working within the team and it is the team’s responsibility…"
96,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
97,Fullstack Devops,Avaelon Technologies Sdn. Bhd.,RM 500 a week,"Quick development skills being applied at rapid development and engineering -|- well, Python, Java, C, C++ , C# , Laravel, php , html, DB both local environment…"
98,Software Engineer - iOS,Snappymob,"RM 5,500 - RM 7,700 a month","Architect, design, develop, and maintain iOS applications.
Collaborate with the engineering team at large in software design sessions, code reviews, teaching,…"
99,Software Developer II,Quess Corp Limited,,In this Senior Software Engineer role you will be contributing to developing our public safety platform application on Android using mobile technologies such as…
100,iOS Mobile App Developer,Ingenious Lab Sdn Bhd,"RM 3,000 - RM 4,900 a month","In addition to developing new applications, the role is also responsible for maintenance and providing assistance in the mobile space."
101,Frontend Engineer,EPS Malaysia,,"Design & prototyping highly innovative and intuitive user-facing web and mobile applications.
Develop and integrate cross platform mobile application."
102,Software Engineer,Auronex Sdn Bhd,"RM 3,000 - RM 8,000 a month","You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
103,"Mobile Application Developer I 5 days I Up to SGD6,000",Agensi Pekerjaan Nala Sdn Bhd,, Familiar with NoSQL and/or cloud database (Cloud Firestore or MongoDB) and experience with flutter Programming language.
104,Mobile Application Developer (Flutter),Agensi Pekerjaan EPS Consultants Sdn Bhd,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
105,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
106,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
107,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
108,Mobile App Developer (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,"RM 2,500 - RM 4,500 a month","Responsible for iOS and/or Android application development either in native or cross-platform.
Responsible for mobile application framework design and…"
109,INFORMATION SYSTEM EXECUTIVE,HMN NADHIR SDN BHD,,"CANDIDATE MUST POSSESS DEGREE IN SOFTWARE ENGINEERING, INFORMATION TECHNOLOGY OR ANY QUALIFICATION IN PROGRAMMING."
110,Mobile App Developer,Limpopo Group Sdn. Bhd,"RM 3,500 - RM 9,000 a month","This role is most concerned with the flow of the technology, ensuring that there are no stumbling blocks.
This person strives for perfection and understands…"
111,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
112,PHP Programmer,Tornado Internet Sdn Bhd,"RM 2,200 - RM 6,000 a month","And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
113,Front End Developer,Versa Asia,"RM 6,000 - RM 16,000 a month",We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
114,Mobile Application Developer (iOS & Android),ACD Development Sdn. Bhd,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
115,Premier Relationship Manager,TechBridge Market,,The Customer Success Engineer will be responsible for delivering high quality consultation and support services on E2open's Supply Chain applications to meet…
116,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
117,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
118,Senior Engineer/Engineer Mobile,Carsome,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
119,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
120,Quality Assurance Lead (Automation),Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
121,Engineer/Sr. Engineer - Full Stack,Carsome,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
122,Lead Engineering,SCIKEY,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
123,Software Developer (Flutter Experience)-Mandarin Speaker Pre...,Two95 International Inc.,"RM 3,000 - RM 6,500 a month","Design, implement & manage apps that can scale and serve millions of users.
Design and implement RESTful and GraphQL API."
