,title,company,salary,description
17,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
18,Web Front-End / Mobile Application Developer (Flutter),atQuest Solutions,,"Creates next generation mobile application for iOS and Android devices.
Responsible for the development, testing, release and support of the application’s…"
19,Mobile Apps Developer,Agensi Pekerjaan Career Horizons,,"• Transform business requirements into functional mobile apps.
Monitor, optimize and maintain high performance of the application."
20,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
21,Frontend Engineer,Technerve Technology Solutions Sdn Bhd,,"Minimum 2 years experience in HTML, CSS, and Javascript.
Good understanding of responsive design and mobile optimized websites."
22,Junior Programmer,DE METROLOGY SDN BHD,,"You will be working on full stack web system and mobile application development.
Requirement: - Study for Software Engineering Major - Working experience on…"
23,Mobile Application Developer,Nss It Solution Sdh Bhd,,Develop mobile Android and iOS applications • Applicant can possess one or more the following skill set: - Develop iOS application using Swift and/or Obj-C -…
24,Mobile App Developer,Todak Culture Sdn. Bhd.,,Translate UI / UX designs into high quality code  Develop new features for mobile applications  Assist and advise on UI / UX design capabilities of current…
25,Software Developer,Pingspace Sdn. Bhd.,,"Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
26,Flutter Developer,Hays,,"In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
27,Full Stack Web Application Developer,Agensi Pekerjaan Allstaff Sdn Bhd,,Qualification: • Bachelor's Degree in Computer Science or equivalent Job Scope: • Developing front end website architecture.
28,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
29,IT Support Engineer,Ninja Van,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
30,Software Developer,EV-Dynamic Sdn Bhd,"RM 2,500 - RM 2,700 a month","Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
31,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
32,Mobile App Developer (Flutter),SOFAX SDN BHD,"RM 5,000 - RM 8,000 a month","Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
33,Software Developer (PHP),Nuren Group,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
34,Software Engineer Intern,RedSquare Technologies Sdn Bhd,"RM 1,200 - RM 2,000 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
35,3D/Web GL Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
36,Full-Stack Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
37,Senior Mobile App Engineer,SKYMIND HOLDINGS BERHAD,,Job Description for Senior Mobile App Engineer: - Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend…
38,Front-End Developer,AGENSI PEKERJAAN EMCO EXECUTIVES SDN BHD,"RM 8,000 - RM 9,999 a month","Design, build and maintain high performance, reusable, responsive and reliable code and libraries.
Enhance application for maximum speed and scalability for…"
39,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
40,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
41,Front-end Engineer (Mobile Application),Chargeplus Sdn Bhd,"RM 4,000 - RM 6,000 a month","You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
42,Mobile Application Developer,MSFM & ASSOCIATES,"RM 3,000 - RM 3,499 a month",View all MSFM & ASSOCIATES jobs - Cyberjaya jobsSalary Search: Mobile Application Developer salaries in Cyberjaya
43,Senior Software Engineer,Air Asia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
44,Software Programmer,ACCOUNTSOFT ENTERPRISE SDN BHD,"RM 1,500 - RM 1,999 a month","Responsibility: - Analyze, design and develop Mobile Application.
Diagnosing issues and performing bug fix or software maintenance."
45,Software Developer,EV-Dynamic Sdn Bhd,"RM 2,500 - RM 2,700 a month","Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
46,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
47,Mobile App Developer (Flutter),SOFAX SDN BHD,"RM 5,000 - RM 8,000 a month","Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
48,Software Developer (PHP),Nuren Group,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
49,Software Engineer Intern,RedSquare Technologies Sdn Bhd,"RM 1,200 - RM 2,000 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
50,3D/Web GL Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
51,Full-Stack Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
52,Front-End Developer,AGENSI PEKERJAAN EMCO EXECUTIVES SDN BHD,"RM 8,000 - RM 9,999 a month","Design, build and maintain high performance, reusable, responsive and reliable code and libraries.
Enhance application for maximum speed and scalability for…"
53,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
54,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
55,Front-end Developer,Big Corridor Sdn Bhd,,"Translate designs and mock-ups into front-end code.
Perform integrations between front-end and back-end interfaces.
Resolve bottlenecks, and software bugs."
56,Junior Software Engineer,GigWorld Inc,,"Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
57,Software Engineer,Brighten Business Consulting Sdn Bhd,,"Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
58,.NET Developer,AFIC Solutions,,"Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
59,Software Engineer,Big Corridor Sdn Bhd,,"Translate application storyboards and use-cases into functional.
Engineering elegant solutions that solve business problems.
O Web API, Entity Framework on ."
60,Full Stack Developer,Brandt International Sdn Bhd,,"Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
61,Backend Developer,Fast Hiring Jobs - part of Hiredly team,,Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
62,IT Technician/Officer/Executive,Fitxcapes Sdn. Bhd.,,You will be primarily responsible for designing and developing the back-end of the web application but will also be tasked with integrating front-end components…
63,Full Stack Developer,Fortis Star Sdn Bhd,,Passion to build seamless web experiences and high-performing software Eager to learn new technologies to develop and innovate better software Keen to impart…
64,Senior Java / Spring Boot Developer,SHENMA CREDIT SDN BHD,,"Be hands-on in analysis, development and bring craftsmanship mindset to deliver software with the highest standard of quality."
65,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
66,Mobile App Developer Intern,Tinkerve LLP,,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
67,Senior Software Engineer (Mobile Developer),AGENSI PEKERJAAN HUNTERS SEARCH SDN. BHD.,,Position Summary Senior Software Developer (Mobile Application) is part of the Solutions Delivery team to meet the skills and expertise needs in supporting…
68,Mobile App Developer,CRE Inspiration Sdn Bhd,,"Must be able to develop and maintain mobile application.
With Flutter knowledge will be advantage.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM /…"
69,Mobile App Developer,QuickDesk Sdn Bhd,,"You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
70,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,,"Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
71,Software Engineer,RedSquare Technologies Sdn Bhd,,"Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
72,Mobile App Developer,Original Intelligence Sdn Bhd,,"Develop, maintain, enhance and test mobile applications.
Maintain companyʼs IT infrastructure.
Provide technical support for software, hardware and network…"
73,UI/UX Designer + Developer,Brandt International Sdn Bhd,,"Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
74,WEB & APPS DEVELOPER,Bluedale Publishing (M) Sdn Bhd,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
75,Mobile Developer,Razer USA Ltd.,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
76,Software Engineer/ Developer,IME Group of Companies,,Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
77,Senior Software Engineer,FUSIONQB SDN BHD,,"Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
78,Junior Software Engineer,GigWorld Inc,,"Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
79,Software Engineer,Brighten Business Consulting Sdn Bhd,,"Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
80,Flutter Developer,EPS Malaysia,,"Posting Date : 03 Aug 2021 | Close Date :01 Nov 2021.
Sub Specialization : Information Technology;Software Engineer/ Developer."
81,Associate/Senior Mobile Engineer,Astro,,"We practise a vibrant & energetic office culture.
We provide opportunities for career advancement within the company."
82,Lead Solution Architect – Mobile,HILTI,,"Think about the big picture on Mobile development trends and ensure that we keep ahead of the big technological shifts.
What does the role involve?"
83,Super Senior Full Stack Developer,Lapasar.com,,"You will be working with other (junior-senior) in building and maintaining current and future web/mobile applications*.
AWS and Google Cloud Services."
84,Mobile App Developer,Cloone Corporation,,"Involving in mobile application development.
Support and maintain the existing application.
Work closely with customers, analysts, and team members to…"
85,Web Developer,Mama Net,,"To work on the current platforms enhancements and new features to be adopted on web applications, database and API Accurately translate user and business needs…"
86,Software Engineer,Auronex Sdn Bhd,,"Develop different system to solve critical business problem; Requirements: - What do we care about?
You are excited when faced with a task you don’t know how to…"
87,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
88,Mobile / Web Developer,Plant Cartridge Sdn Bhd,,"In order for you to succeed in this role, you will need to be proficient to work with some of the below technologies:"
89,Jr/Sr Unit Software Tester,vimigo,,"As a Unit Software Tester, you will play an instrumental role in fueling Company’s growth through providing timely solutions to execute all levels of testing …"
90,Senior Mobile App Engineer,Skymind Global,,"This position is for vacancies in SKYMIND CNS SDN BHD (A company of Skymind).
Job Description for Senior Mobile App Engineer:"
91,Fullstack Developer,V.Net Computer Services,,"We are looking for someone who wants to be a part of a rapidly-growing company working with the latest open source technologies.
We are NOT a staffing company."
92,Front End Developer,Versa Asia,,We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
93,MOBILE DEVELOPER,Unixus Solutions,,"Implement and maintain our mobile applications.
Designing and consuming APIs in mobile applications.
Design client & server (mobile) application structure and…"
94,Fullstack Developer,Fast Hiring Jobs - part of Hiredly team,,"What is your role about?
Design and develop our front-end application using ReactJS.
Be involved in the entire product development process from conception,…"
95,Full Stack Web Application Developer,EPS Malaysia,,"Designing user interactions on web pages.
Developing back-end website applications.
Ensuring cross-platform optimization for mobile phones."
96,Mobile App Developer,TillJannah Sdn. Bhd.,,"Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
97,Fullstack developer,Cargo Move,,"Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
98,Senior iOS Developer,Snappymob,,"Architect, design, develop, and maintain iOS applications.
Collaborate with the engineering team at large in software design sessions, code reviews, teaching,…"
99,Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
100,Mid-level / Senior JavaScript Developer,Lava X Technologies,,Collaborate with product management to translate product requirements to system-level architecture and high-level design that can be reused across multiple…
101,Senior App Developer,AccVen Sdn Bhd,,"Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
102,PHP Programmer,Tornado Internet Sdn Bhd,,"And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
103,Android Mobile Software Engineer,Ingenious Job,,"BS degree in Computer Science or related field.
Minimum 5 yearsâ€™ experience in mobile development (Android).
Skilled in automated unit and UI testing ."
104,Front End Software Developer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
105,Mobile App Developer (iOS),C Speed Network Technology Sdn Bhd,,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science…"
106,Software Engineer / Web Developer,EasyStore,,"Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
107,Fullstack Developer,CareerMaster Sdn Bhd,,"Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
108,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
109,QA Lead (Automation),Agensi Pekerjaan Career Channel Sdn Bhd,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
110,QA Lead (Automation),Agensi Pekerjaan Career Channel Sdn Bhd,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
111,Full Stack JaveScript Developer,ACD Development Sdn. Bhd,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
112,IOS Developer,Capgemini Services Malaysia Sdn Bhd,,"You should have a strong knowledge of iOS frameworks and proficiency in Objective-C.
If you have knowledge of iOS patterns and practices and are passionate…"
113,Software Developer (PHP),Enlinea Sdn Bhd,,"Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
114,Full Stack JavaScript Developer,BEEDUCATION ADVENTURES SDN BHD,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
115,iOS/Android Developer,Nustax Sdn Bhd,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
116,Android Developer,SCIKEY,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
117,Senior Android Developer,LCP Buildsoft Technology (M) Sdn Bhd,,"Design, develop, integrate third-party components, test, install, and support.
Build new product features on server and client side."
118,Senior Engineer/Engineer R&D,Carsome,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
119,Software Developer,SCIKEY,,"Delivery & Execution capability, within the IT Operating Model.
The Software Developer is expected to manage the software building and system development."
120,Software Developer (Frontend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
121,"Mobile Application Developer I 5 days I Up to SGD6,000",Agensi Pekerjaan Nala Sdn Bhd,, Familiar with NoSQL and/or cloud database (Cloud Firestore or MongoDB) and experience with flutter Programming language.
122,Software Developer/Programmer,FUSIONQB SDN BHD,,"Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
123,Philippines Job - Front End Developer (iGaming Industry),HWGZ Recruitment Services,,"An online gaming company licensed under PAGCOR of Philippines with 2,000 staff in Philippines and Dubai.
不依赖脚手架搭建项目架构,比如vue-cli、create-react-app cli、angular…"
124,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
125,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
126,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
127,Quality Assurance Lead (Automation),Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
128,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
129,Senior Engineer/Engineer Mobile,Carsome,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
130,Engineer/Sr. Engineer - Full Stack,Carsome,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
131,Ionic Mobile Application Developer (Fulltime),GO CLASS SDN BHD,"RM 4,000 - RM 5,000 a month","Minimum 2 years experience in Ionic / Flutter or other mobile app development.
Excellent in JavaScript, Typescript, SCSS, and other related languages."
132,Software Developer (Flutter Experience)-Mandarin Speaker Pre...,Two95 International Inc.,"RM 3,000 - RM 6,500 a month","Design, implement & manage apps that can scale and serve millions of users.
Design and implement RESTful and GraphQL API."
133,Lead Engineering,SCIKEY,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
134,Senior Software Engineer (Frontend),iPrice group,,"Work in a Booming Sector with Exciting Challenges.
Deliver user stories that crafting front end components using HTML5, CSS3, JavaScript 6, AJAX and PHP."
