,title,company,salary,description
0,Snr Flutter Developer,Green Packet International Sdn Bhd,,"Job Responsibilities:

Designs, develops, and provides customization of various…"
1,Mobile Application Developer - Flutter,JobCity.my,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation Ensure the successful delivery of the various…"
2,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
3,Flutter Developer,Snaphunt,,"The OfferOpportunity within an award-winning people development solutions firmBe involved in developing high-impact products Work in a fast-paced, startup…"
4,Flutter Developer,Brandt International Sdn Bhd,,Develop state of the art highly interactive and rich animation experience for mobile and desktop app using Flutter.
5,Flutter Developer,BEEDUCATION ADVENTURES SDN BHD,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
6,Mobile App Developer,QuickDesk,,"You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
7,Associate/Senior Mobile Engineer (Flutter),Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile appsWhat you will do…"
8,Flutter Junior Programmer,XEERSOFT SDN BHD,,"Design & implement new app modules based on the product requirements using Flutter framework.
Build reusable code and libraries for future use."
9,Software Engineer,Wemabox Solutions Sdn. Bhd.,,"Job Description Software Engineer is responsible to design and implement system, feature, and solutions business needs."
10,Flutter Developer,ACD Development Sdn. Bhd,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
11,Junior Full Stack Developer I WFH & Office-Hybrid,AGTIV Consulting Sdn Bhd,,"Our projects are with some of the largest banks, insurance, oil & gas as well as pharmaceutical companies in Malaysia, Singapore, India, France, and beyond."
12,Unity Developer,Hays,,"You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
13,INTERNSHIP-Full time Programmer to develop Websites and Apps,AQ Wise Sdn Bhd,,"INTERNSHIP- Full time Programmer to develop Websites and Apps.
Acquire Flutter programming skill or Willing to learn Flutter intensively."
14,Internship for Computer IT (Web Programmer),Dideta Multitech Sdn Bhd,,Testing and de-bugging to make sure our platform runs smoothly Data processing and analysis Exposure to cloud technologies Requirements: Candidate must possess…
15,Frontend Engineer,Technerve Technology Solutions Sdn Bhd,,"Minimum 2 years experience in HTML, CSS, and Javascript.
Good understanding of responsive design and mobile optimized websites."
16,Internship for Computer IT (Web Programmer),Dideta Multitech Sdn Bhd,,Testing and de-bugging to make sure our platform runs smoothly Data processing and analysis Exposure to cloud technologies Requirements: Candidate must possess…
17,Associate/Senior Mobile Engineer (Flutter),Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile appsWhat you will do…"
18,Flutter Junior Programmer,XEERSOFT SDN BHD,,"Design & implement new app modules based on the product requirements using Flutter framework.
Build reusable code and libraries for future use."
19,Account Executive (Digital Media Project),Nuren Group,,"You will play the account management role in handling our advertiser's digital media projects & campaigns.
You are responsible for managing the flow of work for…"
20,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,,"Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
21,"Full Stack Web Application Developer @ Butterworth, Penang",PERSOLKELLY,,"Developing back end website applications.
Ensuring cross-platform optimization for mobile phones.
Working alongside graphic designers for web design features."
22,Mobile Application Developer,JobCity.my,,"Developing Mobile Application using latest Google Flutter and DartPre-requisites:Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma,…"
23,Mobile Developer,Tamarix Onesolutions Sdn Bhd,,"✅ Familiar with flutter framework (Added Advantage).
✅ Transform business requirement into mobile apps.
✅ Experienced in IOS and Android Developments."
24,Mobile App Developer (PJ area/Up to 6k/MS SQL),Agensi Pekerjaan Times Management Consultancy Sdn...,,"Developing customized solutions for the mobile platform.
Designing, coding, and implementing mobile applications.
Stay up-to-date with new technology trends."
25,Flutter Developer,Hays,,"In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
26,Mobile Apps Developer,Agensi Pekerjaan Career Horizons,,"• Transform business requirements into functional mobile apps.
Monitor, optimize and maintain high performance of the application."
27,Junior Programmer,ZR TECHMOTION SDN BHD,,"You will be working on full stack web system and mobile application development.
Study for Software Engineering Major.
Experience on MySQL database server."
28,Software Engineer II,AirAsia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
29,PHP developer,Agensi Pekerjaan Synopsis Sdn Bnd,,Requirements: ✅ Have extensive knowledge in exploring API and UI standards ✅ Familiar with php/laravel framework ✅ Familiar with flutter framework (Added…
30,Web Front-End / Mobile Application Developer (Flutter),atQuest Solutions,,"Creates next generation mobile application for iOS and Android devices.
Responsible for the development, testing, release and support of the application’s…"
31,Mobile Application Developer,Nss It Solution Sdh Bhd,,Develop mobile Android and iOS applications • Applicant can possess one or more the following skill set: - Develop iOS application using Swift and/or Obj-C -…
32,Junior/Senior Software Engineer (软件工程师),DD Online Services & Enterprise,,"Accommodation provided for non-Johorian.
Travel leaves with air ticket allowance.
Annual leave and sick leave.
Develop and deliver features in a timely matter."
33,Software Developer,Pingspace Sdn. Bhd.,,"Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
34,IT Support Engineer,Ninja Van,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
35,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
36,Internship - Front End Developer,JobCity.my,,"Bonus : Familiar with frontend framework like vuejs, flutter, reactjs, reactnative etc.
Requirements:Candidates must at least possess Diploma levelGood problem…"
37,Mobile Application Developer (Cross Platform),Whip Technology Sdn Bhd,,"Develop intuitive and user friendly cross platform application for mobile and tablet devices,.
Support entire application lifecycle (concept, design, test,…"
38,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
39,Software Developer,EV-Dynamic Sdn Bhd,,"Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
40,Junior Programmer,DE METROLOGY SDN BHD,,"You will be working on full stack web system and mobile application development.
Requirement: - Study for Software Engineering Major - Working experience on…"
41,Senior Software Engineer,Motorola Solutions,,And in everyday moments — when a package arrives just in time for the holiday or when a child doesn’t miss the school bus home.
42,Quality Assurance Engineer,MHub,,"As a Quality Assurance Engineer, you will be responsible for creating test cases, covering functional, technical and UI end-to-end tests for all products and…"
43,Mobile App Developer (Flutter),SOFAX SDN BHD,,"Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
44,Software Developer (PHP),Nuren Group,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
45,Front-end Engineer (Mobile Application),Chargeplus Sdn Bhd,,"You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
46,Software Engineer Intern,RedSquare Technologies Sdn Bhd,,"Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
47,Software Developer,Skylink Pacific Solutions Sdn Bhd,,"Develop native Android mobile applications and web applications.
Understanding user requirements and provide options for improvised technical solution."
48,3D/Web GL Developer,Brandt International Sdn Bhd,,"Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
49,FULL STACK WEB APPLICATION DEVELOPER,BLUEWARE MALAYSIA SDN BHD,,"Designing user interactions on web pages.
Developing back end website applications.
Creating servers and databases for functionality."
50,DevOps Engineer (Software Development & IT Operations) (软件开发...,DD Online Services & Enterprise,,"Accommodation provided for non-Johorian.
Travel leaves with air ticket allowance.
Annual leave and sick leave.
Ability to speak and write in English fluently."
51,Mobile Developer,Razer USA Ltd.,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
52,WEB DEVELOPER,Prestige Cartrade Sdn Bhd,,"This role requires strong analytical skills, information technologist, web solutions and data driven mindset to gain success in developing e-commerce platforms,…"
53,Customer Support,Ejen2u International Sdn Bhd,,"Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
54,Full Stack Developer (Mobile & Web Application),Chargeplus Sdn Bhd,,"You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
55,Mobile Apps Developer (Full-stack),Mysuri Biz Technologies Sdn Bhd,,Stack : HTML CSS JavaScript jQuery - Understands Repository Design Pattern - Able to write fully-functional API codes - Good to have basic knowledge in back-end…
56,Web Developer - Back End,JobCity.my,,"Skills RequirementsCompulsory skills: PHP (At least completed 3 projects and above), Laravel Framework, GIT, HTML, HTML5, CSS3, JavaScript, MYSQL.?"
57,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
58,Backend Developer,Fast Hiring Jobs - part of Hiredly team,,Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
59,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
60,Backend Developer,Fast Hiring Jobs - part of Hiredly team,,Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
61,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
62,Front-end Developer,Big Corridor Sdn Bhd,,"Translate designs and mock-ups into front-end code.
Perform integrations between front-end and back-end interfaces.
Resolve bottlenecks, and software bugs."
63,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
64,Mobile App Developer Intern,Tinkerve LLP,,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
65,Software Engineer,RedSquare Technologies Sdn Bhd,,"Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
