,title,company,salary,description
11,Software Developer,MAXUNITY TECHNOLOGY SDN BHD,"RM 2,800 - RM 3,000 a month","Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post-Graduate Diploma/Professional Degree in Engineering (Computer…"
12,Wordpress & Mobile App Developer,Advance Plus Property Management Sdn Bhd,"RM 3,000 - RM 3,499 a month","Job Scopes: - Develop and maintain websites and web-based application with WordPress, WooCommerce & CMS - Designing, integrating, upgrading and maintaining the…"
13,Flutter Developer,BEEDUCATION ADVENTURES SDN BHD,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
14,Mobile Developer,Webpuppies,RM 30 - RM 140 an hour,Webpuppies strives to continuously equip itself with latest digital know-how and paves way for clients and partners to navigate the technology most effectively.
15,Flutter Developer,ACD Development Sdn. Bhd,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
16,Junior Programmer,ZR TECHMOTION SDN BHD,"RM 2,000 - RM 2,500 a month","You will be working on full stack web system and mobile application development.
Study for Software Engineering Major.
Experience on MySQL database server."
17,Mobile Developer,Agensi Pekerjaan Synopsis Sdn Bnd,"RM 4,000 - RM 4,999 a month",Responsibilities: • Transform business requirement into mobile apps • Develop and maintain mobile application • Able to develop the modules within given…
18,Frontend Engineer,Technerve Technology Solutions Sdn Bhd,"RM 3,000 - RM 3,499 a month","Minimum 2 years experience in HTML, CSS, and Javascript.
Good understanding of responsive design and mobile optimized websites."
19,Unity Developer,Hays,"RM 7,000 - RM 10,000 a month","You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
20,Junior Programmer,DE METROLOGY SDN BHD,,"You will be working on full stack web system and mobile application development.
Requirement: - Study for Software Engineering Major - Working experience on…"
21,Mobile Apps Developer,Agensi Pekerjaan Career Horizons,"RM 10,000 a month","• Transform business requirements into functional mobile apps.
Monitor, optimize and maintain high performance of the application."
22,Mobile App Developer,Todak Culture Sdn. Bhd.,,Translate UI / UX designs into high quality code  Develop new features for mobile applications  Assist and advise on UI / UX design capabilities of current…
23,Software Engineer II,Air Asia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
24,Mobile Application Developer,Nss It Solution Sdh Bhd,"RM 6,000 - RM 7,999 a month",Develop mobile Android and iOS applications • Applicant can possess one or more the following skill set: - Develop iOS application using Swift and/or Obj-C -…
25,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
26,Software Developer,Pingspace Sdn. Bhd.,"RM 3,500 a month","Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
27,Software Developer,Skylink Pacific Solutions Sdn Bhd,"RM 5,000 - RM 7,000 a month","Develop native Android mobile applications and web applications.
Understanding user requirements and provide options for improvised technical solution."
28,Web Front-End / Mobile Application Developer (Flutter),atQuest Solutions,,"Creates next generation mobile application for iOS and Android devices.
Responsible for the development, testing, release and support of the application’s…"
29,Software Developer,EV-Dynamic Sdn Bhd,"RM 2,500 - RM 2,700 a month","Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
30,Mobile App Developer (Flutter),SOFAX SDN BHD,"RM 5,000 - RM 8,000 a month","Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
31,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
32,Full Stack Web Application Developer,Agensi Pekerjaan Allstaff Sdn Bhd,"RM 5,000 - RM 5,999 a month",Qualification: • Bachelor's Degree in Computer Science or equivalent Job Scope: • Developing front end website architecture.
33,Mobile Application Developer,MSFM & ASSOCIATES,"RM 3,000 - RM 3,499 a month",View all MSFM & ASSOCIATES jobs - Cyberjaya jobsSalary Search: Mobile Application Developer salaries in Cyberjaya
34,Software Engineer - Backend,RF INFINITE SDN BHD,"RM 8,000 a month","Plans, schedules, and directs preparation of programs to process data and solve problems by use of computers: Consults with managerial and systems analysis…"
35,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
36,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
37,Mobile Developer,PRO OFFICE TECHNOLOGY SDN BHD,"RM 2,500 - RM 2,999 a month",We are looking for a Dart/Flutter Developer responsible for creating multi-platform apps for iOS and Android using Google’s Flutter development framework.
38,Software Developer (PHP),Nuren Group,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
39,3D/Web GL Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
40,IT Support Engineer,Ninja Van,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
41,Front-End Developer,AGENSI PEKERJAAN EMCO EXECUTIVES SDN BHD,"RM 8,000 - RM 9,999 a month","Design, build and maintain high performance, reusable, responsive and reliable code and libraries.
Enhance application for maximum speed and scalability for…"
42,Software Developer,QR Retail Automation (Asia) Sdn Bhd,"RM 3,000 - RM 3,499 a month","Involve all aspects of the software development cycle including analysis requirement, design, coding and testing, implementation and subsequent support."
43,Software Engineer Intern,RedSquare Technologies Sdn Bhd,"RM 1,200 - RM 2,000 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
44,Senior Software Engineer,Air Asia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
45,Head of Operations,JaGaApp,"RM 5,000 - RM 9,000 a month","Oversee the operation team to meet business targets and to provide great onboarding experience to our customers.
Excellent oral and written command of English."
46,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,"RM 3,000 - RM 5,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
47,Senior Mobile App Engineer,SKYMIND HOLDINGS BERHAD,,Job Description for Senior Mobile App Engineer: - Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend…
48,Mobile App Developer,Graduan.com.my,,"Candidate must familiar in flutter application using Dart with at 1 to 2 years of working experience.
Participate in full mobile application development life…"
49,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
50,Software Programmer,ACCOUNTSOFT ENTERPRISE SDN BHD,"RM 1,500 - RM 1,999 a month","Responsibility: - Analyze, design and develop Mobile Application.
Diagnosing issues and performing bug fix or software maintenance."
51,Full-Stack Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
52,Front-end Engineer (Mobile Application),Chargeplus Sdn Bhd,"RM 4,000 - RM 6,000 a month","You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
53,Software Engineer,RedSquare Technologies Sdn Bhd,"RM 4,000 - RM 5,001 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
54,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,"RM 2,800 - RM 3,200 a month","Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
55,Senior Software Engineer,FUSIONQB SDN BHD,"RM 6,500 - RM 12,000 a month","Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
56,WEB DEVELOPER,Prestige Cartrade Sdn Bhd,"RM 3,500 - RM 4,000 a month","This role requires strong analytical skills, information technologist, web solutions and data driven mindset to gain success in developing e-commerce platforms,…"
57,Full Stack Developer (Mobile & Web Application),Chargeplus Sdn Bhd,"RM 4,000 - RM 6,000 a month","You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
58,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
59,Software Engineer,Brighten Business Consulting Sdn Bhd,"RM 7,000 - RM 10,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
60,IT Support Engineer,Ninja Van,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
61,Front-End Developer,AGENSI PEKERJAAN EMCO EXECUTIVES SDN BHD,"RM 8,000 - RM 9,999 a month","Design, build and maintain high performance, reusable, responsive and reliable code and libraries.
Enhance application for maximum speed and scalability for…"
62,Software Developer,QR Retail Automation (Asia) Sdn Bhd,"RM 3,000 - RM 3,499 a month","Involve all aspects of the software development cycle including analysis requirement, design, coding and testing, implementation and subsequent support."
63,Software Engineer Intern,RedSquare Technologies Sdn Bhd,"RM 1,200 - RM 2,000 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
64,Head of Operations,JaGaApp,"RM 5,000 - RM 9,000 a month","Oversee the operation team to meet business targets and to provide great onboarding experience to our customers.
Excellent oral and written command of English."
65,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,"RM 3,000 - RM 5,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
66,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
67,Software Programmer,ACCOUNTSOFT ENTERPRISE SDN BHD,"RM 1,500 - RM 1,999 a month","Responsibility: - Analyze, design and develop Mobile Application.
Diagnosing issues and performing bug fix or software maintenance."
68,Full-Stack Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
69,Front-end Engineer (Mobile Application),Chargeplus Sdn Bhd,"RM 4,000 - RM 6,000 a month","You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
70,Backend Developer,Fast Hiring Jobs - part of Hiredly team,"RM 6,500 - RM 8,500 a month",Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
71,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
72,Mobile Software Engineer (React Native),Excard Corporation Sdn Bhd,"RM 3,800 - RM 5,000 a month","Design, code and maintain mobile apps, from layout to function and according to a client's specifications.
Continue to innovate and improve our existing mobile…"
73,Solutions Consultant (Tech Lead),Worldline,,"Guide team debugging efforts (e.g. poor task management, unclear requirements, complex development process, etc)."
74,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
75,Full time Developer/Programmer,Savor of Life,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
76,Full Stack Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
77,Mobile App Developer Intern,Tinkerve LLP,RM 500 - RM 800 a week,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
78,Frontend Developer,Fast Hiring Jobs - part of Hiredly team,"RM 6,500 - RM 8,500 a month","Build reusable code and libraries for various projects.
Collaborate with other developers, designers, and architects to meet application requirements and…"
79,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
80,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
81,iOS/Android Developer,HEXA INITIATIVE SDN BHD,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
82,Software Developer (PHP),Enlinea Sdn Bhd,"RM 4,000 - RM 4,999 a month","Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
83,Associate/Senior Mobile Engineer,Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile apps."
84,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,"RM 5,000 - RM 10,000 a month","The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
85,Full Stack Developer,Fortis Star Sdn Bhd,,Passion to build seamless web experiences and high-performing software Eager to learn new technologies to develop and innovate better software Keen to impart…
86,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
87,Mobile / Web Developer,Plant Cartridge Sdn Bhd,"RM 4,000 - RM 6,000 a month","Bachelor’s Degree / Diploma / Certificate in computer science or any related field.
At least one to three years of solid working experience in Mobile/Web…"
88,Web Developer,Mama Net,"RM 2,500 - RM 3,500 a month","To work on the current platforms enhancements and new features to be adopted on web applications, database and API Accurately translate user and business needs…"
89,Jr/Sr Unit Software Tester,vimigo,"RM 800 - RM 1,200 a month","As a Unit Software Tester, you will play an instrumental role in fueling Company’s growth through providing timely solutions to execute all levels of testing …"
90,Full Stack Web Application Developer,allstaff.com.my,"RM 4,000 - RM 5,500 a month","Bachelor's Degree in Computer Science or equivalent.
1 to 3 years of software development experience.
Fresh Graduates are welcome to apply."
91,Flutter Developer,EPS Malaysia,,View all EPS Malaysia jobs - Kuala Lumpur jobsSalary Search: Flutter Developer salaries in Kuala Lumpur
92,Software Engineer,Auronex Sdn Bhd,"RM 3,000 - RM 8,000 a month","You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
93,Super Senior Full Stack Developer,Lapasar.com,"RM 6,000 - RM 10,000 a month","You will be working with other (junior-senior) in building and maintaining current and future web/mobile applications*.
AWS and Google Cloud Services."
94,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
95,Senior Mobile App Engineer,Skymind Global,,"Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend team, taking new initiatives, grow technical insight…"
96,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
97,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
98,Full Stack Web Application Developer,EPS Malaysia,,"Designing user interactions on web pages.
Developing back-end website applications.
Ensuring cross-platform optimization for mobile phones."
99,Mid-level / Senior JavaScript Developer,Lava X Technologies,"RM 4,000 - RM 8,000 a month",Collaborate with product management to translate product requirements to system-level architecture and high-level design that can be reused across multiple…
100,Front End Developer,Versa Asia,"RM 6,000 - RM 16,000 a month",We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
101,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
102,Android Mobile Software Engineer,Ingenious Job,"RM 7,000 - RM 14,000 a month","BS degree in Computer Science or related field.
Minimum 5 yearsâ€™ experience in mobile development (Android).
Skilled in automated unit and UI testing ."
103,Senior iOS Developer,Snappymob,"RM 8,000 - RM 10,000 a month","Architect, design, develop, and maintain iOS applications.
Collaborate with the engineering team at large in software design sessions, code reviews, teaching,…"
104,Senior App Developer,AccVen Sdn Bhd,"RM 5,000 - RM 8,000 a month","Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
105,MOBILE DEVELOPER,Unixus Solutions,,"Implement and maintain our mobile applications.
Designing and consuming APIs in mobile applications.
Design client & server (mobile) application structure and…"
106,Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 4,000 - RM 6,000 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
107,PHP Programmer,Tornado Internet Sdn Bhd,"RM 2,200 - RM 6,000 a month","And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
108,Mobile App Developer (iOS),C Speed Network Technology Sdn Bhd,,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science…"
109,Fullstack developer,Cargo Move,"RM 3,800 - RM 5,000 a month","Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
110,Front End Software Developer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 3,500 - RM 5,500 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
111,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
112,Software Engineer / Web Developer,EasyStore,"RM 4,000 - RM 8,000 a month","Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
113,QA Lead (Automation),Agensi Pekerjaan Career Channel Sdn Bhd,"RM 10,000 - RM 12,000 a month","Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
114,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
115,IOS Developer,Capgemini Services Malaysia Sdn Bhd,,"You should have a strong knowledge of iOS frameworks and proficiency in Objective-C.
If you have knowledge of iOS patterns and practices and are passionate…"
116,Full Stack JaveScript Developer,ACD Development Sdn. Bhd,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
117,iOS/Android Developer,Nustax Sdn Bhd,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
118,Full Stack JavaScript Developer,BEEDUCATION ADVENTURES SDN BHD,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
119,Senior Android Developer,LCP Buildsoft Technology (M) Sdn Bhd,"RM 3,500 - RM 7,000 a month","Design, develop, integrate third-party components, test, install, and support.
Build new product features on server and client side."
120,"Mobile Application Developer I 5 days I Up to SGD6,000",Agensi Pekerjaan Nala Sdn Bhd,, Familiar with NoSQL and/or cloud database (Cloud Firestore or MongoDB) and experience with flutter Programming language.
121,Android Developer,SCIKEY,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
122,Software Developer/Programmer,FUSIONQB SDN BHD,"RM 3,500 - RM 8,000 a month","Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
123,Senior Engineer/Engineer R&D,Carsome,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
124,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
125,Software Developer (Frontend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
126,Philippines Job - Front End Developer (iGaming Industry),HWGZ Recruitment Services,"RM 16,000 - RM 25,000 a month","An online gaming company licensed under PAGCOR of Philippines with 2,000 staff in Philippines and Dubai.
不依赖脚手架搭建项目架构,比如vue-cli、create-react-app cli、angular…"
127,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
128,Software Developer,SCIKEY,,"Delivery & Execution capability, within the IT Operating Model.
The Software Developer is expected to manage the software building and system development."
129,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
130,Software Engineer,Auronex Sdn Bhd,"RM 3,000 - RM 8,000 a month","You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
131,Super Senior Full Stack Developer,Lapasar.com,"RM 6,000 - RM 10,000 a month","You will be working with other (junior-senior) in building and maintaining current and future web/mobile applications*.
AWS and Google Cloud Services."
132,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
133,Software Developer Team Lead (Mobile Application),MYFIRST TECH SDN BHD,"RM 8,000 - RM 15,000 a month","We develop various Kids tech products.
This position is the Software Lead to manage a team to develop and maintain the mobile application, server application…"
134,Senior Mobile App Engineer,Skymind Global,,"Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend team, taking new initiatives, grow technical insight…"
135,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
136,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
137,Full Stack Web Application Developer,EPS Malaysia,,"Designing user interactions on web pages.
Developing back-end website applications.
Ensuring cross-platform optimization for mobile phones."
138,Mid-level / Senior JavaScript Developer,Lava X Technologies,"RM 4,000 - RM 8,000 a month",Collaborate with product management to translate product requirements to system-level architecture and high-level design that can be reused across multiple…
139,Front End Developer,Versa Asia,"RM 6,000 - RM 16,000 a month",We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
