,title,company,salary,description
34,Flutter Developer,Hays,"RM 8,000 a month","In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
35,Software Engineer Intern,RedSquare Technologies Sdn Bhd,"RM 1,200 - RM 2,000 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
36,Software Developer (PHP),Nuren Group,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
37,Front-End Developer,AGENSI PEKERJAAN EMCO EXECUTIVES SDN BHD,"RM 8,000 - RM 9,999 a month","Design, build and maintain high performance, reusable, responsive and reliable code and libraries.
Enhance application for maximum speed and scalability for…"
38,Mobile Application Developer,MSFM & ASSOCIATES,"RM 3,000 - RM 3,499 a month",View all MSFM & ASSOCIATES jobs - Cyberjaya jobsSalary Search: Mobile Application Developer salaries in Cyberjaya
39,Senior Software Engineer,Air Asia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
40,Head of Operations,JaGaApp,"RM 5,000 - RM 9,000 a month","Oversee the operation team to meet business targets and to provide great onboarding experience to our customers.
Excellent oral and written command of English."
41,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
42,Software Developer,QR Retail Automation (Asia) Sdn Bhd,"RM 3,000 - RM 3,499 a month","Involve all aspects of the software development cycle including analysis requirement, design, coding and testing, implementation and subsequent support."
43,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,"RM 3,000 - RM 5,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
44,Mobile App Developer,Graduan.com.my,,"Candidate must familiar in flutter application using Dart with at 1 to 2 years of working experience.
Participate in full mobile application development life…"
45,Full Stack Developer (Mobile & Web Application),Chargeplus Sdn Bhd,"RM 4,000 - RM 6,000 a month","You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
46,Software Programmer,ACCOUNTSOFT ENTERPRISE SDN BHD,"RM 1,500 - RM 1,999 a month","Responsibility: - Analyze, design and develop Mobile Application.
Diagnosing issues and performing bug fix or software maintenance."
47,WEB DEVELOPER,Prestige Cartrade Sdn Bhd,"RM 3,500 - RM 4,000 a month","This role requires strong analytical skills, information technologist, web solutions and data driven mindset to gain success in developing e-commerce platforms,…"
48,Software Engineer,RedSquare Technologies Sdn Bhd,"RM 4,000 - RM 5,001 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
49,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,"RM 2,800 - RM 3,200 a month","Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
50,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
51,Software Engineer,Brighten Business Consulting Sdn Bhd,"RM 7,000 - RM 10,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
52,Mobile App Developer,Original Intelligence Sdn Bhd,"RM 4,000 - RM 6,000 a month","Develop, maintain, enhance and test mobile applications.
Maintain companyʼs IT infrastructure.
Provide technical support for software, hardware and network…"
53,.NET Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
54,Mobile Developer,Razer USA Ltd.,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
55,Senior iOS Mobile App Developer,ETCTECH GLOBAL SDN BHD,"RM 5,000 - RM 7,000 a month","Responsible for conceptualizing and designing next generation features for iOS application.
Communicate regularly and write clean code."
56,Front-end Developer,Big Corridor Sdn Bhd,"RM 4,000 - RM 7,000 a month","Translate designs and mock-ups into front-end code.
Perform integrations between front-end and back-end interfaces.
Resolve bottlenecks, and software bugs."
57,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
58,Solutions Consultant (Tech Lead),Worldline,,"Guide team debugging efforts (e.g. poor task management, unclear requirements, complex development process, etc)."
59,Senior Java / Spring Boot Developer,SHENMA CREDIT SDN BHD,"RM 5,000 - RM 7,000 a month","Be hands-on in analysis, development and bring craftsmanship mindset to deliver software with the highest standard of quality."
60,SENIOR QUALITY CONTROL ENGINEER (IT),VHGLOBAL SDN BHD,,"In-depth understanding of industry market trends and conditions.
Strong analytical and problem-solving skills. excellent verbal and written communications…"
61,Senior Software Engineer (Mobile Developer),AGENSI PEKERJAAN HUNTERS SEARCH SDN. BHD.,"RM 8,000 - RM 9,999 a month",Position Summary Senior Software Developer (Mobile Application) is part of the Solutions Delivery team to meet the skills and expertise needs in supporting…
62,Mobile App Developer,CRE Inspiration Sdn Bhd,,"Must be able to develop and maintain mobile application.
With Flutter knowledge will be advantage.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM /…"
63,Junior Software Engineer,GigWorld Inc,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
64,Software Engineer,Big Corridor Sdn Bhd,"RM 4,000 - RM 7,000 a month","Translate application storyboards and use-cases into functional.
Engineering elegant solutions that solve business problems.
O Web API, Entity Framework on ."
65,MOBILE DEVELOPER,EBOSS INNOVATION SDN BHD,"RM 3,000 - RM 4,000 a month","*Developing, debugging and supporting* mobile applications (iOS/Android) and their infrastructure.
Be actively involved in *technical design *of the application…"
66,Full Stack Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
67,Senior Software Engineer,AirAsia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
68,Backend Developer,Fast Hiring Jobs - part of Hiredly team,"RM 6,500 - RM 8,500 a month",Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
69,IT Technician/Officer/Executive,Fitxcapes Sdn. Bhd.,"RM 2,000 - RM 5,000 a month",You will be primarily responsible for designing and developing the back-end of the web application but will also be tasked with integrating front-end components…
70,Full time Developer/Programmer,Savor of Life,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
71,Mobile App Developer,WikiCareer Resources Sdn Bhd,"RM 2,700 - RM 4,500 a month","Mobile developerKey responsible• Support the entire application lifecycle (concept, design, test, release and support)• Produce fully functional mobile…"
72,Full Stack Developer,Fortis Star Sdn Bhd,,Passion to build seamless web experiences and high-performing software Eager to learn new technologies to develop and innovate better software Keen to impart…
73,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
74,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
75,Mobile App Developer Intern,Tinkerve LLP,RM 500 - RM 800 a week,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
76,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,"RM 5,000 - RM 10,000 a month","The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
77,Frontend Developer,Fast Hiring Jobs - part of Hiredly team,"RM 6,500 - RM 8,500 a month","Build reusable code and libraries for various projects.
Collaborate with other developers, designers, and architects to meet application requirements and…"
78,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
79,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
80,iOS/Android Developer,HEXA INITIATIVE SDN BHD,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
81,Super Senior Full Stack Developer,Lapasar.com,"RM 6,000 - RM 10,000 a month","You will be working with other (junior-senior) in building and maintaining current and future web/mobile applications*.
AWS and Google Cloud Services."
82,Associate/Senior Mobile Engineer,Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile apps."
83,Software Developer (PHP),Enlinea Sdn Bhd,"RM 4,000 - RM 4,999 a month","Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
84,Mobile Software Engineer (React Native),Excard Corporation Sdn Bhd,"RM 3,800 - RM 5,000 a month","Design, code and maintain mobile apps, from layout to function and according to a client's specifications.
Continue to innovate and improve our existing mobile…"
85,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
86,Full Stack Web Application Developer,allstaff.com.my,"RM 4,000 - RM 5,500 a month","Bachelor's Degree in Computer Science or equivalent.
1 to 3 years of software development experience.
Fresh Graduates are welcome to apply."
87,Flutter Developer,EPS Malaysia,,View all EPS Malaysia jobs - Kuala Lumpur jobsSalary Search: Flutter Developer salaries in Kuala Lumpur
88,Mobile / Web Developer,Plant Cartridge Sdn Bhd,"RM 4,000 - RM 6,000 a month","Bachelor’s Degree / Diploma / Certificate in computer science or any related field.
At least one to three years of solid working experience in Mobile/Web…"
89,Web Developer,Mama Net,"RM 2,500 - RM 3,500 a month","To work on the current platforms enhancements and new features to be adopted on web applications, database and API Accurately translate user and business needs…"
90,Mobile App Developer,CRE Inspiration Sdn Bhd,,"Must be able to develop and maintain mobile application.
With Flutter knowledge will be advantage.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM /…"
91,Junior Software Engineer,GigWorld Inc,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
92,MOBILE DEVELOPER,EBOSS INNOVATION SDN BHD,"RM 3,000 - RM 4,000 a month","*Developing, debugging and supporting* mobile applications (iOS/Android) and their infrastructure.
Be actively involved in *technical design *of the application…"
93,Full Stack Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
94,Senior Software Engineer,AirAsia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
95,Backend Developer,Fast Hiring Jobs - part of Hiredly team,"RM 6,500 - RM 8,500 a month",Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
96,IT Technician/Officer/Executive,Fitxcapes Sdn. Bhd.,"RM 2,000 - RM 5,000 a month",You will be primarily responsible for designing and developing the back-end of the web application but will also be tasked with integrating front-end components…
97,Full time Developer/Programmer,Savor of Life,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
98,Mobile App Developer,WikiCareer Resources Sdn Bhd,"RM 2,700 - RM 4,500 a month","Mobile developerKey responsible• Support the entire application lifecycle (concept, design, test, release and support)• Produce fully functional mobile…"
99,Full Stack Developer,Fortis Star Sdn Bhd,,Passion to build seamless web experiences and high-performing software Eager to learn new technologies to develop and innovate better software Keen to impart…
100,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
101,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
102,Mobile App Developer Intern,Tinkerve LLP,RM 500 - RM 800 a week,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
103,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,"RM 5,000 - RM 10,000 a month","The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
104,Frontend Developer,Fast Hiring Jobs - part of Hiredly team,"RM 6,500 - RM 8,500 a month","Build reusable code and libraries for various projects.
Collaborate with other developers, designers, and architects to meet application requirements and…"
105,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
106,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
107,iOS/Android Developer,HEXA INITIATIVE SDN BHD,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
108,Super Senior Full Stack Developer,Lapasar.com,"RM 6,000 - RM 10,000 a month","You will be working with other (junior-senior) in building and maintaining current and future web/mobile applications*.
AWS and Google Cloud Services."
109,Associate/Senior Mobile Engineer,Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile apps."
110,Senior Engineer/Engineer R&D,Carsome,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
111,Software Developer/Programmer,FUSIONQB SDN BHD,"RM 3,500 - RM 8,000 a month","Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
112,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
113,Software Developer (Frontend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
114,Philippines Job - Front End Developer (iGaming Industry),HWGZ Recruitment Services,"RM 16,000 - RM 25,000 a month","An online gaming company licensed under PAGCOR of Philippines with 2,000 staff in Philippines and Dubai.
不依赖脚手架搭建项目架构,比如vue-cli、create-react-app cli、angular…"
115,Software Developer,SCIKEY,,"Delivery & Execution capability, within the IT Operating Model.
The Software Developer is expected to manage the software building and system development."
116,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
117,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
118,Quality Assurance Lead (Automation),Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
119,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
120,Senior Engineer/Engineer Mobile,Carsome,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
121,Software Developer (Flutter Experience)-Mandarin Speaker Pre...,Two95 International Inc.,"RM 3,000 - RM 6,500 a month","Design, implement & manage apps that can scale and serve millions of users.
Design and implement RESTful and GraphQL API."
122,Ionic Mobile Application Developer (Fulltime),GO CLASS SDN BHD,"RM 4,000 - RM 5,000 a month","Minimum 2 years experience in Ionic / Flutter or other mobile app development.
Excellent in JavaScript, Typescript, SCSS, and other related languages."
123,Engineer/Sr. Engineer - Full Stack,Carsome,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
124,Lead Engineering,SCIKEY,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
