,title,company,salary,description
19,Mobile Developer,Tamarix Onesolutions Sdn Bhd,,"✅ Familiar with flutter framework (Added Advantage).
✅ Transform business requirement into mobile apps.
✅ Experienced in IOS and Android Developments."
20,"Full Stack Web Application Developer @ Butterworth, Penang",PERSOLKELLY,,"Developing back end website applications.
Ensuring cross-platform optimization for mobile phones.
Working alongside graphic designers for web design features."
21,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
22,Associate/Senior Mobile Engineer (Flutter),Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile appsWhat you will do…"
23,Developer,Skylink Pacific Solutions Sdn Bhd,,Job Responsibilities  Develop native Android mobile applications and web applications  Understanding user requirements and provide options for improvised…
24,Software Developer,MAXUNITY TECHNOLOGY SDN BHD,,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post-Graduate Diploma/Professional Degree in Engineering (Computer…"
25,Full Stack Web Application Developer,Agensi Pekerjaan Allstaff Sdn Bhd,,Qualification: • Bachelor's Degree in Computer Science or equivalent Job Scope: • Developing front end website architecture.
26,Mobile Application Developer,JobCity.my,,"Developing Mobile Application using latest Google Flutter and DartPre-requisites:Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma,…"
27,Mobile App Developer (PJ area/Up to 6k/MS SQL),Agensi Pekerjaan Times Management Consultancy Sdn...,,"Developing customized solutions for the mobile platform.
Designing, coding, and implementing mobile applications.
Stay up-to-date with new technology trends."
28,3D/Web GL Developer,Brandt International Sdn Bhd,,"Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
29,Front-end Engineer (Mobile Application),Chargeplus Sdn Bhd,,"You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
30,Mobile Application Developer (Cross Platform),Whip Technology Sdn Bhd,,"Develop intuitive and user friendly cross platform application for mobile and tablet devices,.
Support entire application lifecycle (concept, design, test,…"
31,Junior Programmer,ZR TECHMOTION SDN BHD,,"You will be working on full stack web system and mobile application development.
Study for Software Engineering Major.
Experience on MySQL database server."
32,Software Developer,Skylink Pacific Solutions Sdn Bhd,,"Develop native Android mobile applications and web applications.
Understanding user requirements and provide options for improvised technical solution."
33,Flutter Developer,Hays,,"In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
34,Junior/Senior Software Engineer (软件工程师),DD Online Services & Enterprise,,"Accommodation provided for non-Johorian.
Travel leaves with air ticket allowance.
Annual leave and sick leave.
Develop and deliver features in a timely matter."
35,Quality Assurance Engineer,MHub,,"As a Quality Assurance Engineer, you will be responsible for creating test cases, covering functional, technical and UI end-to-end tests for all products and…"
36,Software Developer,EV-Dynamic Sdn Bhd,,"Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
37,Software Developer (PHP),Nuren Group,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
38,Full Stack Developer (Mobile & Web Application),Chargeplus Sdn Bhd,,"You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
39,Junior Programmer,DE METROLOGY SDN BHD,,"You will be working on full stack web system and mobile application development.
Requirement: - Study for Software Engineering Major - Working experience on…"
40,Software Developer,Pingspace Sdn. Bhd.,,"Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
41,WEB DEVELOPER,Prestige Cartrade Sdn Bhd,,"This role requires strong analytical skills, information technologist, web solutions and data driven mindset to gain success in developing e-commerce platforms,…"
42,Frontend Engineer,Technerve Technology Solutions Sdn Bhd,,"Minimum 2 years experience in HTML, CSS, and Javascript.
Good understanding of responsive design and mobile optimized websites."
43,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
44,Mobile Developer,Razer USA Ltd.,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
45,Mobile Application Developer,Nss It Solution Sdh Bhd,,Develop mobile Android and iOS applications • Applicant can possess one or more the following skill set: - Develop iOS application using Swift and/or Obj-C -…
46,Mobile App Developer Intern,Tinkerve LLP,,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
47,UI/UX Designer + Developer,Brandt International Sdn Bhd,,"Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
48,Software Engineer / Web Developer,EasyStore Commerce Sdn Bhd,,"Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Research on new technologies (a better and easier way to solve the same…"
49,Customer Support,Ejen2u International Sdn Bhd,,"Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
50,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,,"Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
51,Mobile App Developer (Flutter),SOFAX SDN BHD,,"Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
52,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
53,Senior Software Engineer,Motorola Solutions,,And in everyday moments — when a package arrives just in time for the holiday or when a child doesn’t miss the school bus home.
54,Front-end Developer,Big Corridor Sdn Bhd,,"Translate designs and mock-ups into front-end code.
Perform integrations between front-end and back-end interfaces.
Resolve bottlenecks, and software bugs."
55,Flutter Developer,EPS Malaysia,,View all EPS Malaysia jobs - Kuala Lumpur jobsSalary Search: Flutter Developer salaries in Kuala Lumpur
56,Full Stack Developer,Brandt International Sdn Bhd,,"Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
57,Full-Stack Developer,AFIC Solutions,,"Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
58,MOBILE DEVELOPER,EBOSS INNOVATION SDN BHD,,"*Developing, debugging and supporting* mobile applications (iOS/Android) and their infrastructure.
Be actively involved in *technical design *of the application…"
59,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
60,.NET Developer,AFIC Solutions,,"Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
61,Junior Software Engineer,GigWorld Inc,,"Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
62,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
63,Mobile Application Developer (Flutter),EPS Malaysia,,"Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
64,Full Stack Web Application Developer,allstaff.com.my,,"Bachelor's Degree in Computer Science or equivalent.
1 to 3 years of software development experience.
Fresh Graduates are welcome to apply."
65,WEB & APPS DEVELOPER,Bluedale Publishing (M) Sdn Bhd,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
66,Full Stack Developer,Fortis Star Sdn Bhd,,Passion to build seamless web experiences and high-performing software Eager to learn new technologies to develop and innovate better software Keen to impart…
67,Software Engineer,Brighten Business Consulting Sdn Bhd,,"Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
68,Backend Developer,Fast Hiring Jobs - part of Hiredly team,,Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
69,Software Programmer,ACCOUNTSOFT ENTERPRISE SDN BHD,,"Responsibility: - Analyze, design and develop Mobile Application.
Diagnosing issues and performing bug fix or software maintenance."
70,Mobile App Developer Intern,Tinkerve LLP,,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
71,UI/UX Designer + Developer,Brandt International Sdn Bhd,,"Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
72,Software Engineer / Web Developer,EasyStore Commerce Sdn Bhd,,"Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Research on new technologies (a better and easier way to solve the same…"
73,Customer Support,Ejen2u International Sdn Bhd,,"Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
74,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,,"Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
75,Mobile App Developer (Flutter),SOFAX SDN BHD,,"Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
76,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
77,Flutter Developer,EPS Malaysia,,View all EPS Malaysia jobs - Kuala Lumpur jobsSalary Search: Flutter Developer salaries in Kuala Lumpur
78,Full Stack Developer,Brandt International Sdn Bhd,,"Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
79,Full-Stack Developer,AFIC Solutions,,"Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
80,Senior Software Engineer,FUSIONQB SDN BHD,,"Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
81,Senior Mobile App Engineer,SKYMIND HOLDINGS BERHAD,,Job Description for Senior Mobile App Engineer: - Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend…
82,Senior Software Engineer,AirAsia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
83,Frontend Developer,Fast Hiring Jobs - part of Hiredly team,,"Build reusable code and libraries for various projects.
Collaborate with other developers, designers, and architects to meet application requirements and…"
84,Mobile / Web Developer,Plant Cartridge Sdn Bhd,,"Bachelor’s Degree / Diploma / Certificate in computer science or any related field.
At least one to three years of solid working experience in Mobile/Web…"
85,Software Engineer,Big Corridor Sdn Bhd,,"Translate application storyboards and use-cases into functional.
Engineering elegant solutions that solve business problems.
O Web API, Entity Framework on ."
86,Mobile Software Engineer (React Native),Excard Corporation Sdn Bhd,,"Design, code and maintain mobile apps, from layout to function and according to a client's specifications.
Continue to innovate and improve our existing mobile…"
87,Flutter Mobile Developer,Randstad,,"Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
88,Senior Software Developer,Plus Xnergy,,Work in full stack development from micro services architecture which interconnect all services to create an optimum system to building in-house dashboard…
89,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
90,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,,"The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
91,Associate/Senior Mobile Engineer,Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile apps."
92,Mobile App Developer,Cloone Corporation,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
93,Solutions Consultant (Tech Lead),Worldline,,"Guide team debugging efforts (e.g. poor task management, unclear requirements, complex development process, etc)."
94,"AVP, Mobile Engineer Lead - iOS",Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products , in a team that is focused on quality and security of mobile apps ."
95,Front End Developer,Versa Asia,,We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
96,Mobile Apps Developer (IOS/ Android/ Flutter),IY Staffing Group,,"This is a full time permanent position.
Medical Claims, Medical Insurance, Medical Leaves, Annual Leaves, Monthly Allowances, Annual Bonus, Company Trips and…"
97,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
98,DevOps Engineer (Software Development & IT Operations) (软件开发...,DD Online Services & Enterprise,,"Accommodation provided for non-Johorian.
Travel leaves with air ticket allowance.
Annual leave and sick leave.
Ability to speak and write in English fluently."
99,Mobile App Developer,TillJannah Sdn. Bhd.,,"Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
100,Senior Software Engineer (Mobile Developer),AGENSI PEKERJAAN HUNTERS SEARCH SDN. BHD.,,Position Summary Senior Software Developer (Mobile Application) is part of the Solutions Delivery team to meet the skills and expertise needs in supporting…
101,Mobile App Developer,WikiCareer Resources Sdn Bhd,,"Mobile developerKey responsible• Support the entire application lifecycle (concept, design, test, release and support)• Produce fully functional mobile…"
102,MOBILE DEVELOPER,Unixus Solutions,,"Implement and maintain our mobile applications.
Designing and consuming APIs in mobile applications.
Design client & server (mobile) application structure and…"
103,Jr/Sr Unit Software Tester,vimigo,,"As a Unit Software Tester, you will play an instrumental role in fueling Company’s growth through providing timely solutions to execute all levels of testing …"
104,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
105,Front End Software Developer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
106,Software Developer (PHP Full Stack),Enlinea Sdn Bhd,,"Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
107,Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
108,Software Engineer,Auronex Sdn Bhd,,"You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
109,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
110,PHP Programmer,Tornado Internet Sdn Bhd,,"And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
111,Senior iOS Developer,Snappymob,,"Architect, design, develop, and maintain iOS applications.
Collaborate with the engineering team at large in software design sessions, code reviews, teaching,…"
112,Senior Mobile App Engineer,Skymind Global,,"Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend team, taking new initiatives, grow technical insight…"
113,Fullstack developer,Cargo Move,,"Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
114,Fullstack Developer,CareerMaster Sdn Bhd,,"Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
115,Fullstack Developer,Fast Hiring Jobs - part of Hiredly team,,"Design and develop our front-end application using ReactJS.
Be involved in the entire product development process from conception, design, coding (back-end code…"
116,Software Developer (PHP),Enlinea Sdn Bhd,,"Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
117,Software Developer,SCIKEY,,"Delivery & Execution capability, within the IT Operating Model.
The Software Developer is expected to manage the software building and system development."
118,Mid-level / Senior JavaScript Developer,Lava X Technologies,,Collaborate with product management to translate product requirements to system-level architecture and high-level design that can be reused across multiple…
119,Software Developer (Frontend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
120,Android Mobile Software Engineer,Ingenious Job,,"BS degree in Computer Science or related field.
Minimum 5 yearsâ€™ experience in mobile development (Android).
Skilled in automated unit and UI testing ."
121,QA Lead (Automation),Agensi Pekerjaan Career Channel Sdn Bhd,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
122,Android Developer,SCIKEY,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
123,Senior App Developer,AccVen Sdn Bhd,,"Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
124,IOS Developer,Capgemini Services Malaysia Sdn Bhd,,"You should have a strong knowledge of iOS frameworks and proficiency in Objective-C.
If you have knowledge of iOS patterns and practices and are passionate…"
125,Mobile / Web Developer,Plant Cartridge Sdn Bhd,,"Bachelor’s Degree / Diploma / Certificate in computer science or any related field.
At least one to three years of solid working experience in Mobile/Web…"
126,Flutter Mobile Developer,Randstad,,"Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
127,Senior Software Developer,Plus Xnergy,,Work in full stack development from micro services architecture which interconnect all services to create an optimum system to building in-house dashboard…
128,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
129,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,,"The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
130,Associate/Senior Mobile Engineer,Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile apps."
131,Mobile App Developer,Cloone Corporation,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
132,Solutions Consultant (Tech Lead),Worldline,,"Guide team debugging efforts (e.g. poor task management, unclear requirements, complex development process, etc)."
133,"AVP, Mobile Engineer Lead - iOS",Astro,,"The role will build, enhance and monitor mobile apps of ASTRO digital products , in a team that is focused on quality and security of mobile apps ."
134,Front End Developer,Versa Asia,,We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
