,title,company,location,salary,description
0,Snr Flutter Developer,Green Packet International Sdn Bhd,Selangor,,"Job Responsibilities:

Designs, develops, and provides customization of various…"
1,Software Developer,Pingspace Sdn. Bhd.,Bayan Lepas•Temporarily Remote,"RM 3,500 a month","Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
2,Flutter Developer,Brandt International Sdn Bhd,Kuala Lumpur,"RM 6,000 a month",Develop state of the art highly interactive and rich animation experience for mobile and desktop app using Flutter.
3,Wordpress & Mobile App Developer,Advance Plus Property Management Sdn Bhd,Bukit Gelugor,"RM 3,000 - RM 3,499 a month","Job Scopes: - Develop and maintain websites and web-based application with WordPress, WooCommerce & CMS - Designing, integrating, upgrading and maintaining the…"
4,Internship for Computer IT (Web Programmer),Dideta Multitech Sdn Bhd,Pasir Puteh,"RM 1,200 a month",Testing and de-bugging to make sure our platform runs smoothly Data processing and analysis Exposure to cloud technologies Requirements: Candidate must possess…
5,"Full Stack Web Application Developer @ Butterworth, Penang",PERSOLKELLY,George Town,"RM 2,500 - RM 3,500 a month","Developing back end website applications.
Ensuring cross-platform optimization for mobile phones.
Working alongside graphic designers for web design features."
6,Mobile App Developer,QuickDesk,Malaysia,,"You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
7,Flutter Developer,Snaphunt,Kuala Lumpur,,"The OfferOpportunity within an award-winning people development solutions firmBe involved in developing high-impact products Work in a fast-paced, startup…"
8,Junior/Senior Software Tester,vimigo,Kuala Lumpur•Temporarily Remote,"RM 3,000 - RM 6,000 a month","As a Unit Software Tester, you will play an instrumental role in fueling Company’s growth through providing timely solutions to execute all levels of testing …"
9,INTERNSHIP-Full time Programmer to develop Websites and Apps,AQ Wise Sdn Bhd,Shah Alam•Remote,,"INTERNSHIP- Full time Programmer to develop Websites and Apps.
Acquire Flutter programming skill or Willing to learn Flutter intensively."
10,Internship 2022 - IT/Computer Science/Software Engineering,GNey Software Sdn Bhd,Masai,,View all GNey Software Sdn Bhd jobs - Masai jobsSalary Search: Internship 2022 - IT/Computer Science/Software Engineering salaries
11,Android Developer 1,Sicpa,Malaysia,,"Work on defining and implementing nextWork on defining and implementing next-generation, innovative architecture for Android mobile application."
12,Software Developer,MAXUNITY TECHNOLOGY SDN BHD,Puchong,"RM 3,000 - RM 5,000 a month","Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post-Graduate Diploma/Professional Degree in Engineering (Computer…"
13,Mobile App Developer,Marvel Media Sdn Bhd,Jelutong,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
14,Junior Full Stack Developer I WFH & Office-Hybrid,AGTIV Consulting Sdn Bhd,Kuala Lumpur•Remote,"RM 3,500 - RM 3,999 a month","Our projects are with some of the largest banks, insurance, oil & gas as well as pharmaceutical companies in Malaysia, Singapore, India, France, and beyond."
15,INTERNSHIP-Full time Programmer to develop Websites and Apps,AQ Wise Sdn Bhd,Shah Alam•Remote,,"INTERNSHIP- Full time Programmer to develop Websites and Apps.
Acquire Flutter programming skill or Willing to learn Flutter intensively."
16,Internship 2022 - IT/Computer Science/Software Engineering,GNey Software Sdn Bhd,Masai,,View all GNey Software Sdn Bhd jobs - Masai jobsSalary Search: Internship 2022 - IT/Computer Science/Software Engineering salaries
17,Software Engineer,Wemabox Solutions Sdn. Bhd.,Ipoh,"RM 3,000 - RM 3,499 a month","Job Description Software Engineer is responsible to design and implement system, feature, and solutions business needs."
18,Senior Frontend Developer,vimigo Technologies,Kuala Lumpur•Temporarily Remote,"RM 4,000 - RM 8,000 a month","We are looking for experienced talents in the area of web platforms, web architectures, coding standards, databases, AI technology and mobile apps."
19,Software Engineer,FEEDME POS SDN BHD,Johor Bahru,"RM 4,000 - RM 4,999 a month","Join our young and innovative product team and start to deliver high-quality software to South East Asia.
Our Perks: EPF, SOCSO, EIS Various allowance Annual…"
20,Flutter Developer,Hays,Malaysia,"RM 8,000 a month","In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
21,Mobile Apps Developer,Agensi Pekerjaan Career Horizons,Kuala Lumpur•Remote,"RM 10,000 a month","• Transform business requirements into functional mobile apps.
Monitor, optimize and maintain high performance of the application."
22,Account Executive (Digital Media Project),Nuren Group,Malaysia,,"You will play the account management role in handling our advertiser's digital media projects & campaigns.
You are responsible for managing the flow of work for…"
23,Software Engineer,Motorola Solutions,Penang,,And in everyday moments — when a package arrives just in time for the holiday or when a child doesn’t miss the school bus home.
24,Flutter Developer,ACD Development Sdn. Bhd,Subang Jaya,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
25,Full Stack Web Application Developer,BLUEWARE MALAYSIA SDN BHD,Butterworth,,"Designing user interactions on web pages.
Developing back end website applications.
Creating servers and databases for functionality."
26,Flutter Developer,BEEDUCATION ADVENTURES SDN BHD,Subang Jaya,,"Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
27,Web Front-End / Mobile Application Developer (Flutter),atQuest Solutions,Kuala Lumpur,,"Creates next generation mobile application for iOS and Android devices.
Responsible for the development, testing, release and support of the application’s…"
28,Mobile Developer,Tamarix Onesolutions Sdn Bhd,Cyberjaya,"RM 4,000 - RM 7,000 a month","✅ Familiar with flutter framework (Added Advantage).
✅ Transform business requirement into mobile apps.
✅ Experienced in IOS and Android Developments."
29,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,Ipoh,"RM 3,000 - RM 3,499 a month","Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
30,Account Executive (Digital Media Project),Nuren Group,Malaysia,,"You will play the account management role in handling our advertiser's digital media projects & campaigns.
You are responsible for managing the flow of work for…"
31,Web Front-End / Mobile Application Developer (Flutter),atQuest Solutions,Kuala Lumpur,,"Creates next generation mobile application for iOS and Android devices.
Responsible for the development, testing, release and support of the application’s…"
32,3D/Web GL Developer,Brandt International Sdn Bhd,Kuala Lumpur,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
33,Mobile Developer,Tamarix Onesolutions Sdn Bhd,Cyberjaya,"RM 4,000 - RM 7,000 a month","✅ Familiar with flutter framework (Added Advantage).
✅ Transform business requirement into mobile apps.
✅ Experienced in IOS and Android Developments."
34,iREMS full stack developer,IMT TECH SDN BHD,Kuala Lumpur,,"Can adapt to AGILE development methodology.
Minimum Requirement: · Have experience working with 1 PHP MVC framework like Laravel, Yii, CI and willing to convert…"
35,Developer Computer Science Intern (6 months),Mysuri Biz Technologies Sdn Bhd,Cyberjaya,"RM 1,200 a week","Stack : HTML CSS JavaScript jQuery - Good to have basic knowledge in back-end framework like laravel / nodejs, but not compulsory - Fresh grad is encouraged to…"
36,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,Ipoh,"RM 3,000 - RM 3,499 a month","Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
37,Frontend Engineer,Technerve Technology Solutions Sdn Bhd,Bangi,"RM 3,000 - RM 3,499 a month","Minimum 2 years experience in HTML, CSS, and Javascript.
Good understanding of responsive design and mobile optimized websites."
38,"Manager, Operations Solutions",Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur,,Job Responsibilities • Oversee operations solutions’ development and implementation of projects that contribute to the improvement and standardization of the…
39,Junior Mobile App Developer,NEUROGINE SDN BHD,Petaling Jaya,"RM 3,000 - RM 3,499 a month",Responsibilities Design & implement new app modules based on the product requirements using Flutter framework Maintain existing codebases Build reusable code…
40,Senior Java Developer,AMK Solutions Pvt Ltd,Kuala Lumpur,"RM 9,000 a month","The Developer plays a key role in building and developing software and systems as part of IT Delivery & Execution capability, within The IT Operating Model."
41,Mobile Software Engineer - iOS,Sicpa,Malaysia,,"Work on defining and implementing next-generation, innovative architecture for iOS mobile application.
Apply mobile application architecture principles, such as…"
42,Software Developer,Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur•Temporarily Remote,"RM 5,000 - RM 7,000 a month","Develop native Android mobile applications and web applications.
Understanding user requirements and provide options for improvised technical solution."
43,Software Developer,EV-Dynamic Sdn Bhd,Putra Heights,"RM 2,500 - RM 2,700 a month","Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
44,PHP developer,Agensi Pekerjaan Synopsis Sdn Bnd,Cyberjaya,"RM 4,000 - RM 4,999 a month",Requirements: ✅ Have extensive knowledge in exploring API and UI standards ✅ Familiar with php/laravel framework ✅ Familiar with flutter framework (Added…
45,Mobile App Developer (PJ area/Up to 6k/MS SQL),Agensi Pekerjaan Times Management Consultancy Sdn...,Ara Damansara,"RM 3,000 - RM 6,000 a month","Developing customized solutions for the mobile platform.
Designing, coding, and implementing mobile applications.
Stay up-to-date with new technology trends."
46,Mobile Application Developer (Cross Platform),Whip Technology Sdn Bhd,Damansara Utama•Temporarily Remote,"RM 2,200 - RM 2,500 a month","Develop intuitive and user friendly cross platform application for mobile and tablet devices,.
Support entire application lifecycle (concept, design, test,…"
47,Software Engineer II,AirAsia,Kuala Lumpur+1 location,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
48,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,Petaling Jaya,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
49,Mobile Application Developer,Innovatz Solutions Private Limited,Kuala Lumpur,,"Diploma/Degree in Information & Technology(IT), Software Engineering, Computer Science or a related field or equivalent practical experience."
50,Software Developer (PHP),Nuren Group,Malaysia,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
51,Junior/Senior Software Engineer (软件工程师),DD Online Services & Enterprise,Johor Bahru,"RM 3,000 - RM 10,000 a month","Accommodation provided for non-Johorian.
Travel leaves with air ticket allowance.
Annual leave and sick leave.
Develop and deliver features in a timely matter."
52,Full Stack Developer,IMT Tech Sdn Bhd,Kuala Lumpur,"RM 6,000 - RM 8,000 a month","Have experience working with 1 PHP MVC framework like Laravel, Yii, CI and willing to convert to Laravel.
Have experience and passion for Front-end Development…"
53,Software Programmer,ACCOUNTSOFT ENTERPRISE SDN BHD,Kuching,"RM 1,500 - RM 1,999 a month","Responsibility: - Analyze, design and develop Mobile Application.
Diagnosing issues and performing bug fix or software maintenance."
54,Mobile Developer,Razer USA Ltd.,Kuala Lumpur•Remote,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
55,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,Sibu,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
56,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,Johor Bahru,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
57,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,Kluang,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
58,Mobile Application Developer,INNOVATZ SOLUTIONS SDN BHD,Kuala Lumpur,"RM 13,000 - RM 15,999 a year","Responsibility : • Develop mobile applications using React Native framework/Expo • Participate in the entire product’s lifecycle (analyze, develop, test,…"
59,UI/UX Designer + Developer,Brandt International Sdn Bhd,Kuala Lumpur,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
60,Software Developer,Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur•Temporarily Remote,"RM 5,000 - RM 7,000 a month","Develop native Android mobile applications and web applications.
Understanding user requirements and provide options for improvised technical solution."
61,Software Developer,EV-Dynamic Sdn Bhd,Putra Heights,"RM 2,500 - RM 2,700 a month","Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
62,PHP developer,Agensi Pekerjaan Synopsis Sdn Bnd,Cyberjaya,"RM 4,000 - RM 4,999 a month",Requirements: ✅ Have extensive knowledge in exploring API and UI standards ✅ Familiar with php/laravel framework ✅ Familiar with flutter framework (Added…
63,Mobile App Developer (PJ area/Up to 6k/MS SQL),Agensi Pekerjaan Times Management Consultancy Sdn...,Ara Damansara,"RM 3,000 - RM 6,000 a month","Developing customized solutions for the mobile platform.
Designing, coding, and implementing mobile applications.
Stay up-to-date with new technology trends."
64,Mobile Application Developer (Cross Platform),Whip Technology Sdn Bhd,Damansara Utama•Temporarily Remote,"RM 2,200 - RM 2,500 a month","Develop intuitive and user friendly cross platform application for mobile and tablet devices,.
Support entire application lifecycle (concept, design, test,…"
65,Software Engineer II,AirAsia,Kuala Lumpur+1 location,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
66,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,Petaling Jaya,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
67,Mobile Application Developer,Innovatz Solutions Private Limited,Kuala Lumpur,,"Diploma/Degree in Information & Technology(IT), Software Engineering, Computer Science or a related field or equivalent practical experience."
68,Software Developer (PHP),Nuren Group,Malaysia,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
69,Junior/Senior Software Engineer (软件工程师),DD Online Services & Enterprise,Johor Bahru,"RM 3,000 - RM 10,000 a month","Accommodation provided for non-Johorian.
Travel leaves with air ticket allowance.
Annual leave and sick leave.
Develop and deliver features in a timely matter."
70,Senior Java / Spring Boot Developer,SHENMA CREDIT SDN BHD,Kuala Lumpur,"RM 5,000 - RM 7,000 a month","Be hands-on in analysis, development and bring craftsmanship mindset to deliver software with the highest standard of quality."
71,Software Engineer,Brighten Business Consulting Sdn Bhd,Cheras,"RM 7,000 - RM 10,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
72,Senior Mobile App Engineer,Skymind Global,George Town,,"Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend team, taking new initiatives, grow technical insight…"
73,Software Engineer / Web Developer,EasyStore Commerce Sdn Bhd,Puchong•Temporarily Remote,,"Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Research on new technologies (a better and easier way to solve the same…"
74,Full Stack Web Application Developer,EPS Malaysia,Butterworth,,"Designing user interactions on web pages.
Developing back-end website applications.
Ensuring cross-platform optimization for mobile phones."
75,Senior iOS Mobile App Developer,ETCTECH GLOBAL SDN BHD,Kuala Lumpur+1 location•Temporarily Remote,"RM 5,000 - RM 7,000 a month","Responsible for conceptualizing and designing next generation features for iOS application.
Communicate regularly and write clean code."
76,"AVP, Mobile Engineer Lead - iOS",Astro,Bukit Jalil,,"The role will build, enhance and monitor mobile apps of ASTRO digital products , in a team that is focused on quality and security of mobile apps ."
77,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,Puchong,"RM 5,000 - RM 10,000 a month","The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
78,Fullstack Developer,V.Net Computer Services,Kuala Lumpur,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
79,Flutter Developer,EPS Malaysia,Kuala Lumpur,,View all EPS Malaysia jobs - Kuala Lumpur jobsSalary Search: Flutter Developer salaries in Kuala Lumpur
80,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,Kota Damansara,"RM 2,800 - RM 3,200 a month","Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
81,Solution Architect,atQuest Solutions,Kuala Lumpur,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
82,Senior Mobile App Engineer,SKYMIND HOLDINGS BERHAD,Penang,,Job Description for Senior Mobile App Engineer: - Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend…
