,title,company,salary,description
81,Full time Developer/Programmer,Savor of Life,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
82,Junior Software Engineer,GigWorld Inc,,"Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
83,Senior Java / Spring Boot Developer,SHENMA CREDIT SDN BHD,,"Be hands-on in analysis, development and bring craftsmanship mindset to deliver software with the highest standard of quality."
84,Flutter Mobile Developer,Randstad,,"Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
85,Full Stack Developer,Brandt International Sdn Bhd,,"Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
86,Senior Software Engineer,FUSIONQB SDN BHD,,"Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
87,MOBILE DEVELOPER,Unixus Solutions,,"Implement and maintain our mobile applications.
Designing and consuming APIs in mobile applications.
Design client & server (mobile) application structure and…"
88,Senior iOS Mobile App Developer,ETCTECH GLOBAL SDN BHD,,"Responsible for conceptualizing and designing next generation features for iOS application.
Communicate regularly and write clean code."
89,Senior Software Developer,Plus Xnergy,,Work in full stack development from micro services architecture which interconnect all services to create an optimum system to building in-house dashboard…
90,Full Stack Web Application Developer,allstaff.com.my,,"Bachelor's Degree in Computer Science or equivalent.
1 to 3 years of software development experience.
Fresh Graduates are welcome to apply."
91,WEB & APPS DEVELOPER,BLUEDALE MEDIA (M) SDN. BHD.,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
92,Solution Architect,atQuest Solutions,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
93,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,,"The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
94,iOS/Android Developer,HEXA INITIATIVE SDN BHD,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
95,Full Stack Web Application Developer,EPS Malaysia,,"Designing user interactions on web pages.
Developing back-end website applications.
Ensuring cross-platform optimization for mobile phones."
96,Mobile App Developer,Cloone Corporation,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
97,Solutions Consultant (Tech Lead),Worldline,,"Guide team debugging efforts (e.g. poor task management, unclear requirements, complex development process, etc)."
98,Senior Software Engineer (Mobile Developer),AGENSI PEKERJAAN HUNTERS SEARCH SDN. BHD.,,Position Summary Senior Software Developer (Mobile Application) is part of the Solutions Delivery team to meet the skills and expertise needs in supporting…
99,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
100,Mobile Software Engineer (React Native),Excard Corporation Sdn Bhd,,"Design, code and maintain mobile apps, from layout to function and according to a client's specifications.
Continue to innovate and improve our existing mobile…"
101,Web Developer,Mama Net,,"To work on the current platforms enhancements and new features to be adopted on web applications, database and API Accurately translate user and business needs…"
102,Mobile App Developer,WikiCareer Resources Sdn Bhd,,"Mobile developerKey responsible• Support the entire application lifecycle (concept, design, test, release and support)• Produce fully functional mobile…"
103,Senior Mobile App Engineer,Skymind Global,,"Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend team, taking new initiatives, grow technical insight…"
104,Front End Developer,Versa Asia,,We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
105,Fullstack developer,Cargo Move,,"Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
106,Jr/Sr Unit Software Tester,vimigo,,"As a Unit Software Tester, you will play an instrumental role in fueling Company’s growth through providing timely solutions to execute all levels of testing …"
107,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
108,PHP Programmer,Tornado Internet Sdn Bhd,,"And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
109,Software Engineer,Auronex Sdn Bhd,,"You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
110,Fullstack Developer,Fast Hiring Jobs - part of Hiredly team,"RM 6,500 - RM 8,500 a month","Design and develop our front-end application using ReactJS.
Be involved in the entire product development process from conception, design, coding (back-end code…"
111,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
112,Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 4,000 - RM 6,000 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
113,Front End Software Developer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 3,500 - RM 5,500 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
114,Software Engineer II,Air Asia,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
115,Software Developer (PHP Full Stack),Enlinea Sdn Bhd,,"Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
116,Senior iOS Developer,Snappymob,"RM 8,000 - RM 10,000 a month","Architect, design, develop, and maintain iOS applications.
Collaborate with the engineering team at large in software design sessions, code reviews, teaching,…"
117,QA Lead (Automation),Agensi Pekerjaan Career Channel Sdn Bhd,"RM 10,000 - RM 12,000 a month","Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
118,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
119,Android Mobile Software Engineer,Ingenious Job,"RM 7,000 - RM 14,000 a month","BS degree in Computer Science or related field.
Minimum 5 yearsâ€™ experience in mobile development (Android).
Skilled in automated unit and UI testing ."
120,Mid-level / Senior JavaScript Developer,Lava X Technologies,"RM 4,000 - RM 8,000 a month",Collaborate with product management to translate product requirements to system-level architecture and high-level design that can be reused across multiple…
121,Full Stack JaveScript Developer,ACD Development Sdn. Bhd,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
122,Senior App Developer,AccVen Sdn Bhd,"RM 5,000 - RM 8,000 a month","Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
123,Mobile App Developer (iOS),C Speed Network Technology Sdn Bhd,,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science…"
124,Software Developer (PHP),Enlinea Sdn Bhd,"RM 4,000 - RM 4,999 a month","Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
125,Senior Android Developer,LCP Buildsoft Technology (M) Sdn Bhd,,"Design, develop, integrate third-party components, test, install, and support.
Build new product features on server and client side."
126,Software Engineer / Web Developer,EasyStore,,"Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
127,"Mobile Application Developer I 5 days I Up to SGD6,000",Agensi Pekerjaan Nala Sdn Bhd,, Familiar with NoSQL and/or cloud database (Cloud Firestore or MongoDB) and experience with flutter Programming language.
128,Full Stack JavaScript Developer,BEEDUCATION ADVENTURES SDN BHD,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
129,IOS Developer,Capgemini Services Malaysia Sdn Bhd,,"You should have a strong knowledge of iOS frameworks and proficiency in Objective-C.
If you have knowledge of iOS patterns and practices and are passionate…"
130,Software Developer (Frontend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
131,Android Developer,SCIKEY,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
132,Software Developer,SCIKEY,,"Delivery & Execution capability, within the IT Operating Model.
The Software Developer is expected to manage the software building and system development."
133,iOS/Android Developer,Nustax Sdn Bhd,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
134,Senior Engineer/Engineer R&D,Carsome,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
135,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
136,Philippines Job - Front End Developer (iGaming Industry),HWGZ Recruitment Services,,"An online gaming company licensed under PAGCOR of Philippines with 2,000 staff in Philippines and Dubai.
不依赖脚手架搭建项目架构,比如vue-cli、create-react-app cli、angular…"
137,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
138,Software Developer/Programmer,FUSIONQB SDN BHD,,"Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
139,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
140,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
141,Senior Engineer/Engineer Mobile,Carsome,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
142,Quality Assurance Lead (Automation),Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
143,Ionic Mobile Application Developer (Fulltime),GO CLASS SDN BHD,,"Minimum 2 years experience in Ionic / Flutter or other mobile app development.
Excellent in JavaScript, Typescript, SCSS, and other related languages."
144,Software Developer (Flutter Experience)-Mandarin Speaker Pre...,Two95 International Inc.,,"Design, implement & manage apps that can scale and serve millions of users.
Design and implement RESTful and GraphQL API."
145,Engineer/Sr. Engineer - Full Stack,Carsome,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
146,Lead Engineering,SCIKEY,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
147,Senior Software Engineer (Frontend),iPrice group,,"Work in a Booming Sector with Exciting Challenges.
Deliver user stories that crafting front end components using HTML5, CSS3, JavaScript 6, AJAX and PHP."
