,title,company,salary,description
21,Mobile Developer,Unijaya Resources Sdn. Bhd.,"RM 2,500 - RM 2,999 a month","Required Skill(s): Ionic, flutter, PHP, Laravel, Angular JS, Vue JS, React Preferably Junior Executive specialized in IT/Computer - Software or equivalent."
22,Frontend Developer,Esyms Sdn. Bhd.,"RM 6,000 - RM 7,999 a month","Build reusable code and libraries for various projects.
Collaborate with other developers, designers, and architects to meet application requirements and…"
23,"Senior Software Engineer, Flutter",Bjak Sdn Bhd,"RM 8,000 - RM 20,000 a month","Bjak is focused on providing access to affordable and sustainable financial services for people in ASEAN.
Incorporate user feedback to improve software design…"
24,IT Support,Lapasar.com,"RM 2,000 - RM 4,000 a month","To perform enhancement and defect fixing at the code level.
To work closely with internal and external users to understand their needs & issues."
25,Mobile Application Developer ( Flutter),E-INFOMEDIA SOLUTIONS SDN BHD,"RM 6,000 - RM 7,999 a month","Work in cross-functional teams with project managers, designers and business stakeholders to ship mobile application on-quality and on-time."
26,Backend Developer,Esyms Sdn. Bhd.,"RM 6,000 - RM 7,999 a month","Be involved in the entire product development process from conception, design, coding (back-end code, RESTful APIs, web apps), testing and deployment."
27,Flutter Mobile Engineer,ALPHAPOD SDN BHD,,"Build new features by working closely with product managers and designers.
Integrate apps with backend systems and APIs."
28,INTERNSHIP - SOFTWARE / SYSTEM ANALYST,Sigma Rectrix Systems (M) Sdn Bhd,,Software research and development for Enterprise Resource Planning (ERP) in mobile applications system built using the latest open-source technologies.
29,3D/Web GL Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
30,Back End Developer,Tele-Temps Sdn Bhd,"RM 3,000 - RM 3,499 a month","Skills Requirements Compulsory skills: PHP (At least completed 3 projects and above), Laravel Framework, GIT, HTML, HTML5, CSS3, JavaScript, MYSQL."
31,Programmer,Brighten Business Consulting Sdn Bhd,"RM 3,000 - RM 8,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
32,Software Developer,PM101 Consulting,"RM 4,000 - RM 7,000 a month","Assists project manager to ensure that project is delivered within the set budget and timeline.
Maintain good relationship and rapport with client at all times."
33,Lead QA,Scout Sparrow Consulting sdn bhd,"RM 15,000 a month","The Lead QA is responsible for test automation for the Carsome Tech and will be working in a high intensity, deadline driven environment."
34,Mobile App Developer,Original Intelligence Sdn Bhd,"RM 4,000 - RM 6,000 a month","Develop, maintain, enhance and test mobile applications.
Maintain companyʼs IT infrastructure.
Provide technical support for software, hardware and network…"
35,Digital Technical Analyst,Rizing,,We also incubate the latesttechnologies which are new to Malaysia market through proof- of-concepts and co-innovation.
36,Full time Developer/Programmer,CARE Concierge,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
37,Senior Software Engineer (Flutter),AirAsia,"RM 8,500 - RM 15,000 a month","Create multi-platform apps for iOS/Android using Flutter Development Framework.
Micro code enhancements within mobile platforms like android/iOS Flutter widgets…"
38,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
39,Customer Support,Ejen2u International Sdn Bhd,"RM 2,000 - RM 3,700 a month","Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
40,Mobile App Developer Intern,Tinkerve LLP,RM 500 - RM 800 a week,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
41,Full Stack Programmer,BCDE Digital Limited,"RM 3,000 - RM 7,500 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
42,Flutter Developer,Hays,"RM 8,000 a month","In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
43,Junior/Senior Flutter Mobile Developer,vimigo,"RM 3,000 - RM 9,000 a month","Free flow snacks, biscuits, coffee, beverages and soft drinks.
Responsible for design, development, maintenance and enhancements of the in-house and customer…"
44,Web Developer,BBCSB,"RM 4,000 - RM 8,000 a month","Bachelor’s degree in computer programming, computer science, or related field, or equivalent practical experience for at least 3 years."
45,IT Support Engineer,Ninja Van,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
46,SOFTWARE DEVELOPMENT ENGINEER,Aizach Niaga Sdn Bhd,"RM 1,600 - RM 2,500 a month","Experience mobile development framework such as flutter or ionic.
Degree in Software / Computer Science.
Understanding Flowchart of the System."
47,Mobile Application Lead,IDC Tech,"RM 15,000 a month","Mobile application lead role is to participate in full dev cycle of mobile application (native and hybrid).
Be the subject matter expert of the applications."
48,Software Engineer,Wemabox Solutions Sdn. Bhd.,"RM 3,000 - RM 3,499 a month","Job Description Software Engineer is responsible to design and implement system, feature, and solutions business needs."
49,Flutter Developer,EPS Malaysia,,"Design and develop high-volume, low-latency applications for mission-critical systems, delivering high-availability and performance."
50,Mobile Developer,Techtiera,"RM 2,873 - RM 10,161 a month",We’re looking for creative and dynamic teammates to join us building high performing mobile applications on Android and iOS using latest mobile development…
51,Mobile Apps Developer (Flutter),SOFAX SDN BHD,"RM 5,000 - RM 8,000 a month","Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
52,iOS Developer,Startups,,"IOS/Android Developers (Native as well as ReactNative, Flutter developers).
This means that you’d be working within the team and it is the team’s responsibility…"
53,Senior Android Developer(China Market),Myhrsource Sdn Bhd,"RM 22,500 - RM 29,000 a month","According to business needs, develop programs based on the Android platform;
Able to complete key technology verification and model selection;"
54,Android Developer,Archisoft Global Sdn Bhd,"RM 8,000 - RM 9,999 a month","Apply mobile application architecture principles, such as process flow, wireframes and visual mock-ups.
Apply outstanding mobile software engineering practices."
55,Mobile Application Developer (Android/iOS),ODESI ECOB SDN BHD,"RM 2,500 - RM 2,999 a month",Requirements • Candidate must possess Bachelor’s degree/Diploma/Postgraduate Diploma in Computer Science /Information Technology or equivalent.
56,Unity Developer,Hays,"RM 7,000 - RM 10,000 a month","You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
57,Junior Software Engineer,GigWorld Inc,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
58,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,"RM 2,800 - RM 3,200 a month","Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
59,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
60,SENIOR MOBILE APPLICATION DEVELOPER,DATADOT SOFTWARE SOLUTIONS SDN. BHD.,"RM 8,000 - RM 9,999 a month","ROLES AND RESPONSIBILITIES • Design and build Hybrid applications using Ionic Framework • Collaborate with cross-functional teams to define, design, and build…"
61,Assistant Project Manager ( Software Development),E-INFOMEDIA SOLUTIONS SDN BHD,"RM 6,000 - RM 7,999 a month",Role & Responsibilities • Assists project manager to ensure that project is delivered within the set budget and timeline • Maintain good relationship and…
62,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
63,Jr. Mobile Developer,Fastrexs (M) Sdn Bhd,,To deliver software for research projects under mobile unit -work closely with the team to deliver excellent outcome -to support product management in creating…
64,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
65,Full Stack Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
66,Mobile App Developer,ASIA OCEAN TECH (M) SDN. BHD.,"RM 5,000 - RM 5,999 a month","Develop and maintain mobile application using flutter and native mobile platform.
Effectively hook up the mobile application with API to ensure great…"
67,Mobile Developer,Sophic Automation,"RM 2,500 - RM 2,999 a month","Develop application programming interfaces (APIs) to support mobile functionality.
Develop mobile application by studying information needs, conferring with…"
68,Junior Software Engineer,GigWorld Inc,"RM 3,000 - RM 4,500 a month","Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
69,Flutter Mobile Developer,Randstad,"RM 4,000 - RM 10,000 a month","Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
70,Lead – Mobile App Developer,Ultranet Technologies Sdn Bhd,"RM 5,000 - RM 10,000 a month","Lead and guide mobile app development team.
Participate in business requirements gathering and business re-engineering to ensure proper solutions provided."
71,Mobile Application Developer (Flutter),EPS Malaysia,"RM 4,000 - RM 6,000 a month","Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
72,"Mobile App Developer, Android",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
73,Unity Developer,Hays,"RM 7,000 - RM 10,000 a month","You would be responsible for developing interactive experiences such as Augmented Reality & Virtual Reality, be it on any platform events, kiosks, mobile,…"
74,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
75,Mobile Application Developer (iOS & Android),BEEDUCATION ADVENTURES SDN BHD,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
76,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
77,Technical Developer,Rizing,"RM 4,000 - RM 5,000 a month","Versatile software/web developers with less than 2 years’ experience who has worked on popular frontend frameworks/languages namely Kotlin, Flutter, React.js,…"
78,Mobile Application Developer (iOS & Android),ACD Development Sdn. Bhd,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
79,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,"RM 3,000 - RM 3,499 a month","Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
80,Mobile Apps Developer (Full-stack),Mysuri Biz Technologies Sdn Bhd,,Stack : HTML CSS JavaScript jQuery - Understands Repository Design Pattern - Able to write fully-functional API codes - Good to have basic knowledge in back-end…
81,Mobile App Developer,Limpopo Group Sdn. Bhd,"RM 3,500 - RM 9,000 a month","This role is most concerned with the flow of the technology, ensuring that there are no stumbling blocks.
This person strives for perfection and understands…"
82,Lead – Mobile App Developer,Applify Technologies Sdn Bhd,"RM 5,000 - RM 10,000 a month","Provide technical guidance and lead/develop team members.
Extensive knowledge of mobile app front-end UX/UI features, functionalities, programming logic, flow,…"
83,Junior & Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,"RM 2,800 - RM 7,000 a month","Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
84,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
85,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Requirements: - Bachelor Degree / Diploma in Computer Science / Software Engineering / Information Technology.
Experience in web / mobile app development."
86,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
87,Mobile App Developer (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,"RM 2,500 - RM 4,500 a month","Responsible for iOS and/or Android application development either in native or cross-platform.
Responsible for mobile application framework design and…"
88,Software Development Internship (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,RM 500 - RM 800 a month,Full cycle of SDLC -|- Candidate must possess or currently pursuing a Bachelor's Degree in Computer Science/Information Technology or equivalent.
89,Fullstack developer,Cargo Move,"RM 3,800 - RM 5,000 a month","Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture."
90,Software Engineer / Developer,Ejen2u International Sdn Bhd,"RM 2,200 - RM 5,000 a month","Bachelor’s degree / Diploma / Certificate in computer science, engineering, or a related field• One to three years of experience in software development are…"
91,Mobile App Developer (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,"RM 2,500 - RM 4,500 a month","Responsible for iOS and/or Android application development either in native or cross-platform.
Responsible for mobile application framework design and…"
92,Frontend Engineer,EPS Malaysia,,"Design & prototyping highly innovative and intuitive user-facing web and mobile applications.
Develop and integrate cross platform mobile application."
93,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
94,Front End Developer,Versa Asia,"RM 6,000 - RM 16,000 a month",We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
95,Software Development Internship (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,RM 500 - RM 800 a month,Full cycle of SDLC -|- Candidate must possess or currently pursuing a Bachelor's Degree in Computer Science/Information Technology or equivalent.
96,MOBILE DEVELOPER,Unixus Solutions,,"Implement and maintain our mobile applications.
Designing and consuming APIs in mobile applications.
Design client & server (mobile) application structure and…"
97,Software Engineer,Auronex Sdn Bhd,"RM 3,000 - RM 8,000 a month","You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
98,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
99,IOS Developer,Capgemini Services Malaysia Sdn Bhd,,"You should have a strong knowledge of iOS frameworks and proficiency in Objective-C.
If you have knowledge of iOS patterns and practices and are passionate…"
100,Senior Engineer/Engineer R&D,Carsome,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
101,Android Developer,SCIKEY,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
102,Junior/Senior Developer,EPS Malaysia,,"Develop, maintain, enhance and test mobile applications.
Provide technical support for software, hardware and network issues.
0-1 years of experience."
103,Software Developer (Frontend),SCIKEY,,"Valid for application before Aug 31, 2021 12:08 PM.
Manage the development of software programs and IT systems according to detailed."
104,iOS Mobile App Developer,Ingenious Lab Sdn Bhd,"RM 3,000 - RM 4,900 a month","In addition to developing new applications, the role is also responsible for maintenance and providing assistance in the mobile space."
105,Senior Mobile Developer - Flutter,Michael Page,,"Participate in Digital Transformation projects.
My clients are looking to hire a team of senior mobile developers, mainly focused on Flutter coding."
106,Software Developer,SCIKEY,,"Valid for application before Aug 31, 2021 12:08 PM.
Delivery & Execution capability, within the IT Operating Model.
Mobile Hybrid frameworks – GOOD TO HAVE."
107,PHP Programmer,Tornado Internet Sdn Bhd,"RM 2,200 - RM 6,000 a month","And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
108,Senior App Developer,AccVen Sdn Bhd,"RM 5,000 - RM 8,000 a month","Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
109,Senior Staff Software Engineer,Motorola Solutions,,"We develop Android Software for two way radio communication products.
We architect, design, build and customize the Android Platform to enable value creation to…"
110,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
111,Full Stack Developer,EPS Malaysia,,"Design and develop client-side and server-side architecture for web and mobile applications.
Design and develop effective APIs."
112,"Mobile App Developer, iOS",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
113,Software Engineer / Web Developer,EasyStore,"RM 4,000 - RM 8,000 a month","Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
114,Premier Relationship Manager,TechBridge Market,,The Customer Success Engineer will be responsible for delivering high quality consultation and support services on E2open's Supply Chain applications to meet…
115,Senior Mobile Devops Engineer,BASF,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
116,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
117,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
118,MOBILE SOFTWARE ENGINEER - ANDROID,JAC Malaysia,,"Apply outstanding mobile software engineering practices.
Apply state of the art automated testing practices (unit, integration & UI tests)."
119,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
